iter	Passed	Remaining
5762	23575	58242
5763	23577	58232
5764	23579	58222
5765	23581	58212
5766	23583	58204
5767	23639	58329
5768	23641	58319
5769	23643	58309
5770	23645	58299
5771	23647	58290
5772	23648	58280
5773	23650	58270
5774	23652	58261
5775	23654	58251
5776	23656	58242
5777	23658	58232
5778	23659	58222
5779	23661	58213
5780	23663	58203
5781	23665	58193
5782	23667	58183
5783	23668	58173
5784	23670	58164
5785	23672	58154
5786	23674	58144
5787	23676	58134
5788	23677	58124
5789	23679	58114
5790	23681	58104
5791	23682	58094
5792	23739	58218
5793	23741	58210
5794	23743	58200
5795	23745	58190
5796	23746	58180
5797	23748	58170
5798	23750	58161
5799	23751	58151
5800	23753	58141
5801	23755	58131
5802	23757	58121
5803	23759	58112
5804	23760	58102
5805	23762	58092
5806	23764	58082
5807	23766	58073
5808	23768	58063
5809	23769	58054
5810	23771	58043
5811	23773	58033
5812	23774	58024
5813	23776	58014
5814	23778	58004
5815	23780	57994
5816	23837	58121
5817	23839	58111
5818	23841	58102
5819	23843	58092
5820	23845	58082
5821	23847	58073
5822	23849	58064
5823	23850	58054
5824	23852	58044
5825	23854	58035
5826	23856	58024
5827	23857	58015
5828	23859	58005
5829	23861	57996
5830	23863	57986
5831	23865	57976
5832	23866	57967
5833	23868	57957
5834	23870	57947
5835	23872	57938
5836	23874	57929
5837	23876	57919
5838	23877	57909
5839	23879	57900
5840	23881	57889
5841	23882	57879
5842	23885	57873
5843	23889	57867
5844	23937	57970
5845	23939	57960
5846	23941	57950
5847	23942	57940
5848	23944	57931
5849	23946	57922
5850	23948	57912
5851	23950	57902
5852	23951	57892
5853	23953	57882
5854	23955	57873
5855	23956	57863
5856	23958	57853
5857	23960	57844
5858	23962	57834
5859	23964	57824
5860	23965	57814
5861	23967	57805
5862	23969	57795
5863	23971	57785
5864	23973	57776
5865	23974	57766
5866	23976	57757
5867	23978	57747
5868	23980	57738
5869	24035	57857
5870	24037	57849
5871	24039	57839
5872	24041	57830
5873	24043	57821
5874	24045	57812
5875	24047	57803
5876	24049	57794
5877	24051	57785
5878	24053	57776
5879	24055	57767
5880	24058	57758
5881	24059	57748
5882	24061	57738
5883	24063	57729
5884	24065	57720
5885	24067	57711
5886	24069	57702
5887	24071	57692
5888	24073	57683
5889	24075	57674
5890	24077	57664
5891	24079	57656
5892	24135	57776
5893	24137	57768
5894	24139	57759
5895	24141	57750
5896	24143	57741
5897	24145	57731
5898	24147	57722
5899	24149	57713
5900	24151	57704
5901	24153	57694
5902	24155	57685
5903	24157	57676
5904	24158	57666
5905	24161	57657
5906	24162	57648
5907	24164	57639
5908	24166	57630
5909	24168	57620
5910	24170	57610
5911	24172	57601
5912	24174	57592
5913	24176	57583
5914	24234	57708
5915	24236	57699
5916	24239	57691
5917	24241	57682
5918	24242	57672
5919	24244	57663
5920	24246	57654
5921	24248	57644
5922	24250	57635
5923	24252	57625
5924	24253	57615
5925	24255	57606
5926	24257	57596
5927	24259	57587
5928	24261	57578
5929	24263	57568
5930	24264	57558
5931	24266	57549
5932	24268	57539
5933	24269	57529
5934	24271	57520
5935	24273	57510
5936	24275	57501
5937	24277	57493
5938	24281	57487
5939	24333	57597
5940	24335	57587
5941	24337	57578
5942	24339	57569
5943	24340	57559
5944	24342	57550
5945	24344	57541
5946	24346	57531
5947	24348	57522
5948	24350	57513
5949	24352	57504
5950	24354	57494
5951	24355	57485
5952	24357	57475
5953	24359	57466
5954	24361	57456
5955	24363	57447
5956	24365	57438
5957	24367	57429
5958	24368	57419
5959	24370	57410
5960	24372	57400
5961	24374	57391
5962	24377	57385
5963	24433	57502
5964	24435	57493
5965	24437	57484
5966	24438	57474
5967	24440	57465
5968	24442	57455
5969	24444	57445
5970	24446	57436
5971	24447	57427
5972	24449	57418
5973	24451	57409
5974	24453	57400
5975	24455	57390
5976	24457	57381
5977	24459	57372
5978	24461	57362
5979	24463	57353
5980	24464	57343
5981	24466	57334
5982	24468	57324
5983	24470	57315
5984	24472	57306
5985	24474	57297
5986	24476	57288
5987	24477	57278
5988	24481	57273
5989	24484	57267
5990	24532	57365
5991	24534	57355
5992	24536	57347
5993	24538	57337
5994	24539	57328
5995	24541	57318
5996	24543	57309
5997	24545	57300
5998	24547	57290
5999	24549	57281
6000	24550	57271
6001	24552	57262
6002	24554	57253
6003	24556	57243
6004	24558	57235
6005	24560	57226
6006	24562	57216
6007	24564	57207
6008	24565	57198
6009	24567	57188
6010	24569	57179
6011	24571	57170
6012	24574	57162
6013	24630	57279
6014	24632	57270
6015	24633	57260
6016	24635	57250
6017	24637	57241
6018	24639	57232
6019	24641	57223
6020	24643	57213
6021	24645	57205
6022	24647	57195
6023	24648	57186
6024	24650	57176
6025	24652	57167
6026	24654	57158
6027	24656	57149
6028	24658	57140
6029	24659	57130
6030	24661	57121
6031	24663	57112
6032	24665	57103
6033	24667	57093
6034	24669	57084
6035	24671	57075
6036	24729	57197
6037	24731	57188
6038	24733	57179
6039	24735	57170
6040	24737	57160
6041	24739	57151
6042	24740	57141
6043	24742	57132
6044	24744	57123
6045	24746	57113
6046	24748	57104
6047	24750	57096
6048	24752	57087
6049	24754	57078
6050	24756	57068
6051	24758	57059
6052	24760	57050
6053	24762	57041
6054	24763	57032
6055	24765	57023
6056	24767	57013
6057	24769	57004
6058	24828	57126
6059	24830	57117
6060	24831	57108
6061	24833	57099
6062	24835	57089
6063	24837	57080
6064	24839	57070
6065	24841	57061
6066	24842	57052
6067	24844	57043
6068	24846	57033
6069	24848	57024
6070	24850	57015
6071	24852	57006
6072	24854	56997
6073	24856	56988
6074	24857	56978
6075	24859	56969
6076	24861	56960
6077	24863	56950
6078	24864	56941
6079	24867	56932
6080	24868	56923
6081	24927	57044
6082	24929	57035
6083	24931	57026
6084	24933	57016
6085	24935	57007
6086	24937	56998
6087	24938	56988
6088	24940	56979
6089	24942	56970
6090	24944	56960
6091	24946	56951
6092	24948	56942
6093	24949	56933
6094	24951	56924
6095	24953	56914
6096	24955	56905
6097	24957	56896
6098	24959	56887
6099	24960	56878
6100	24962	56869
6101	24964	56859
6102	24966	56850
6103	24968	56840
6104	24970	56832
6105	24973	56827
6106	25026	56933
6107	25028	56924
6108	25030	56915
6109	25032	56906
6110	25034	56897
6111	25036	56888
6112	25038	56879
6113	25040	56870
6114	25041	56861
6115	25043	56852
6116	25045	56842
6117	25047	56833
6118	25049	56824
6119	25051	56815
6120	25052	56805
6121	25054	56796
6122	25056	56787
6123	25058	56777
6124	25059	56768
6125	25061	56759
6126	25063	56750
6127	25065	56741
6128	25067	56731
6129	25069	56723
6130	25073	56718
6131	25125	56823
6132	25127	56814
6133	25129	56805
6134	25131	56796
6135	25133	56787
6136	25135	56778
6137	25137	56769
6138	25138	56759
6139	25140	56750
6140	25142	56740
6141	25144	56731
6142	25146	56723
6143	25148	56713
6144	25149	56704
6145	25151	56695
6146	25153	56685
6147	25155	56676
6148	25156	56667
6149	25158	56658
6150	25160	56649
6151	25162	56641
6152	25165	56632
6153	25167	56623
6154	25224	56739
6155	25226	56731
6156	25228	56722
6157	25230	56713
6158	25232	56703
6159	25233	56693
6160	25235	56684
6161	25237	56675
6162	25239	56666
6163	25240	56656
6164	25242	56647
6165	25244	56638
6166	25245	56628
6167	25247	56618
6168	25249	56609
6169	25251	56600
6170	25252	56590
6171	25254	56581
6172	25256	56571
6173	25257	56562
6174	25259	56552
6175	25261	56543
6176	25263	56534
6177	25265	56525
6178	25267	56517
6179	25270	56511
6180	25323	56615
6181	25325	56606
6182	25327	56597
6183	25328	56588
6184	25330	56578
6185	25331	56568
6186	25333	56559
6187	25335	56549
6188	25336	56540
6189	25338	56530
6190	25340	56520
6191	25341	56511
6192	25343	56502
6193	25345	56492
6194	25346	56482
6195	25348	56473
6196	25350	56464
6197	25351	56455
6198	25354	56446
6199	25356	56438
6200	25358	56429
6201	25359	56419
6202	25361	56411
6203	25363	56401
6204	25364	56391
6205	25422	56506
6206	25424	56496
6207	25425	56487
6208	25427	56478
6209	25429	56468
6210	25431	56459
6211	25432	56450
6212	25434	56440
6213	25436	56430
6214	25437	56421
6215	25439	56412
6216	25441	56402
6217	25442	56393
6218	25444	56383
6219	25446	56374
6220	25447	56364
6221	25449	56355
6222	25451	56346
6223	25453	56336
6224	25454	56327
6225	25456	56318
6226	25458	56309
6227	25460	56299
6228	25461	56290
6229	25463	56281
6230	25465	56273
6231	25522	56384
6232	25524	56375
6233	25525	56366
6234	25527	56357
6235	25529	56348
6236	25531	56339
6237	25532	56329
6238	25534	56320
6239	25536	56311
6240	25538	56301
6241	25539	56292
6242	25541	56282
6243	25543	56273
6244	25544	56263
6245	25546	56254
6246	25548	56245
6247	25550	56236
6248	25551	56227
6249	25553	56217
6250	25555	56208
6251	25556	56199
6252	25558	56189
6253	25560	56180
6254	25561	56170
6255	25563	56161
6256	25620	56273
6257	25622	56264
6258	25624	56255
6259	25626	56246
6260	25627	56236
6261	25629	56227
6262	25631	56218
6263	25632	56209
6264	25634	56199
6265	25636	56190
6266	25638	56181
6267	25639	56171
6268	25641	56162
6269	25643	56153
6270	25645	56144
6271	25646	56135
6272	25648	56125
6273	25650	56116
6274	25651	56107
6275	25653	56098
6276	25655	56088
6277	25657	56080
6278	25659	56071
6279	25661	56062
6280	25720	56178
6281	25722	56169
6282	25723	56160
6283	25725	56150
6284	25727	56141
6285	25728	56132
6286	25730	56122
6287	25732	56113
6288	25733	56103
6289	25735	56094
6290	25737	56085
6291	25738	56075
6292	25740	56066
6293	25742	56057
6294	25744	56048
6295	25745	56038
6296	25747	56029
6297	25749	56019
6298	25750	56010
6299	25752	56001
6300	25754	55992
6301	25756	55983
6302	25758	55974
6303	25759	55965
6304	25761	55955
6305	25762	55946
6306	25764	55937
6307	25819	56042
6308	25820	56033
6309	25822	56024
6310	25824	56015
6311	25826	56006
6312	25827	55996
6313	25829	55987
6314	25831	55978
6315	25833	55968
6316	25834	55960
6317	25836	55950
6318	25838	55941
6319	25839	55931
6320	25841	55922
6321	25843	55913
6322	25844	55903
6323	25846	55894
6324	25848	55885
6325	25849	55876
6326	25851	55866
6327	25853	55857
6328	25855	55848
6329	25856	55839
6330	25858	55829
6331	25860	55820
6332	25861	55811
6333	25863	55801
6334	25865	55794
6335	25918	55893
6336	25920	55885
6337	25921	55876
6338	25923	55867
6339	25925	55857
6340	25926	55848
6341	25928	55839
6342	25930	55830
6343	25932	55821
6344	25933	55812
6345	25935	55802
6346	25937	55793
6347	25938	55783
6348	25940	55775
6349	25942	55765
6350	25943	55756
6351	25945	55747
6352	25947	55737
6353	25948	55728
6354	25950	55719
6355	25952	55710
6356	25954	55701
6357	25955	55691
6358	25957	55682
6359	25959	55673
6360	25960	55664
6361	26016	55770
6362	26018	55761
6363	26020	55752
6364	26021	55743
6365	26023	55734
6366	26025	55724
6367	26026	55715
6368	26028	55706
6369	26030	55697
6370	26031	55688
6371	26033	55678
6372	26035	55669
6373	26036	55660
6374	26038	55650
6375	26040	55641
6376	26041	55632
6377	26043	55623
6378	26045	55614
6379	26046	55604
6380	26048	55595
6381	26050	55586
6382	26052	55577
6383	26053	55568
6384	26055	55558
6385	26056	55549
6386	26059	55541
6387	26115	55649
6388	26117	55639
6389	26118	55630
6390	26120	55621
6391	26122	55612
6392	26123	55602
6393	26125	55593
6394	26127	55584
6395	26128	55574
6396	26130	55565
6397	26131	55555
6398	26133	55546
6399	26135	55538
6400	26137	55528
6401	26138	55519
6402	26140	55510
6403	26142	55501
6404	26143	55491
6405	26145	55482
6406	26146	55473
6407	26148	55463
6408	26150	55454
6409	26152	55445
6410	26153	55436
6411	26155	55427
6412	26156	55417
6413	26158	55408
6414	26160	55399
6415	26162	55391
6416	26215	55491
6417	26217	55482
6418	26219	55473
6419	26221	55465
6420	26222	55455
6421	26224	55446
6422	26226	55438
6423	26228	55429
6424	26229	55419
6425	26231	55410
6426	26233	55401
6427	26235	55392
6428	26236	55383
6429	26238	55374
6430	26239	55364
6431	26241	55355
6432	26243	55346
6433	26245	55337
6434	26247	55328
6435	26248	55319
6436	26250	55310
6437	26251	55301
6438	26253	55292
6439	26255	55282
6440	26314	55395
6441	26316	55387
6442	26318	55377
6443	26320	55368
6444	26321	55359
6445	26323	55350
6446	26324	55340
6447	26326	55331
6448	26328	55322
6449	26329	55313
6450	26331	55304
6451	26333	55295
6452	26334	55285
6453	26336	55276
6454	26338	55267
6455	26339	55257
6456	26341	55248
6457	26342	55239
6458	26344	55230
6459	26346	55221
6460	26347	55211
6461	26349	55202
6462	26350	55192
6463	26352	55183
6464	26354	55174
6465	26356	55166
6466	26412	55272
6467	26414	55263
6468	26416	55254
6469	26418	55245
6470	26420	55237
6471	26422	55228
6472	26423	55219
6473	26425	55210
6474	26427	55201
6475	26428	55191
6476	26430	55183
6477	26432	55173
6478	26433	55164
6479	26435	55155
6480	26437	55146
6481	26439	55137
6482	26440	55128
6483	26442	55119
6484	26444	55110
6485	26445	55101
6486	26447	55092
6487	26448	55082
6488	26450	55073
6489	26452	55064
6490	26454	55056
6491	26455	55047
6492	26457	55038
6493	26459	55030
6494	26512	55126
6495	26513	55116
6496	26515	55107
6497	26517	55098
6498	26518	55089
6499	26520	55080
6500	26522	55071
6501	26523	55062
6502	26525	55053
6503	26527	55045
6504	26529	55036
6505	26530	55026
6506	26532	55017
6507	26533	55008
6508	26535	54998
6509	26536	54989
6510	26538	54980
6511	26540	54971
6512	26542	54962
6513	26543	54953
6514	26545	54944
6515	26546	54934
6516	26548	54926
6517	26550	54917
6518	26552	54910
6519	26554	54901
6520	26610	55004
6521	26612	54995
6522	26614	54987
6523	26615	54978
6524	26617	54969
6525	26619	54960
6526	26621	54952
6527	26623	54942
6528	26625	54934
6529	26626	54925
6530	26628	54916
6531	26630	54907
6532	26631	54898
6533	26633	54889
6534	26635	54880
6535	26637	54871
6536	26638	54862
6537	26640	54853
6538	26642	54845
6539	26643	54835
6540	26645	54827
6541	26647	54818
6542	26649	54809
6543	26651	54800
6544	26653	54793
6545	26657	54788
6546	26709	54884
6547	26711	54875
6548	26713	54866
6549	26715	54857
6550	26717	54849
6551	26718	54840
6552	26720	54831
6553	26722	54823
6554	26724	54814
6555	26726	54805
6556	26727	54796
6557	26729	54787
6558	26731	54779
6559	26733	54770
6560	26735	54761
6561	26736	54753
6562	26738	54744
6563	26740	54735
6564	26742	54727
6565	26744	54718
6566	26746	54710
6567	26747	54701
6568	26749	54692
6569	26751	54683
6570	26753	54675
6571	26755	54666
6572	26809	54765
6573	26811	54756
6574	26813	54747
6575	26815	54739
6576	26816	54730
6577	26818	54721
6578	26820	54713
6579	26822	54705
6580	26824	54696
6581	26826	54688
6582	26828	54679
6583	26830	54671
6584	26832	54663
6585	26833	54653
6586	26835	54645
6587	26837	54636
6588	26839	54627
6589	26840	54618
6590	26842	54609
6591	26844	54600
6592	26845	54591
6593	26847	54583
6594	26849	54574
6595	26852	54567
6596	26908	54669
6597	26910	54660
6598	26911	54651
6599	26913	54642
6600	26915	54634
6601	26917	54625
6602	26918	54616
6603	26920	54607
6604	26922	54598
6605	26923	54589
6606	26925	54580
6607	26926	54570
6608	26928	54562
6609	26930	54553
6610	26932	54544
6611	26933	54535
6612	26935	54526
6613	26937	54518
6614	26938	54509
6615	26940	54500
6616	26942	54491
6617	26944	54482
6618	26945	54473
6619	26947	54464
6620	26948	54455
6621	26950	54446
6622	27007	54548
6623	27008	54539
6624	27010	54531
6625	27012	54522
6626	27013	54512
6627	27015	54503
6628	27017	54494
6629	27018	54486
6630	27020	54477
6631	27022	54468
6632	27023	54459
6633	27025	54450
6634	27027	54441
6635	27029	54432
6636	27030	54423
6637	27032	54414
6638	27033	54405
6639	27035	54396
6640	27036	54387
6641	27038	54378
6642	27040	54369
6643	27041	54360
6644	27043	54351
6645	27045	54342
6646	27046	54333
6647	27048	54324
6648	27049	54315
6649	27051	54306
6650	27053	54297
6651	27107	54393
6652	27108	54384
6653	27110	54375
6654	27111	54366
6655	27113	54357
6656	27115	54348
6657	27117	54340
6658	27118	54331
6659	27120	54322
6660	27121	54313
6661	27123	54304
6662	27125	54295
6663	27126	54286
6664	27128	54277
6665	27130	54268
6666	27132	54260
6667	27133	54250
6668	27135	54241
6669	27136	54232
6670	27138	54224
6671	27140	54215
6672	27142	54207
6673	27144	54199
6674	27146	54190
6675	27147	54181
6676	27204	54283
6677	27206	54274
6678	27208	54265
6679	27209	54256
6680	27211	54247
6681	27212	54237
6682	27214	54228
6683	27215	54219
6684	27217	54210
6685	27218	54201
6686	27220	54192
6687	27221	54183
6688	27223	54174
6689	27224	54164
6690	27226	54156
6691	27228	54147
6692	27229	54138
6693	27231	54129
6694	27233	54120
6695	27234	54111
6696	27236	54102
6697	27238	54093
6698	27239	54084
6699	27241	54076
6700	27243	54067
6701	27244	54058
6702	27246	54049
6703	27247	54040
6704	27303	54138
6705	27305	54130
6706	27307	54121
6707	27308	54113
6708	27310	54104
6709	27312	54095
6710	27314	54086
6711	27315	54078
6712	27317	54069
6713	27319	54060
6714	27320	54051
6715	27322	54042
6716	27324	54033
6717	27325	54024
6718	27327	54015
6719	27328	54006
6720	27330	53998
6721	27332	53989
6722	27334	53980
6723	27335	53972
6724	27337	53963
6725	27338	53953
6726	27340	53945
6727	27342	53936
6728	27343	53928
6729	27345	53919
6730	27348	53913
6731	27352	53908
6732	27403	53997
6733	27405	53988
6734	27407	53980
6735	27408	53971
6736	27410	53962
6737	27411	53953
6738	27413	53944
6739	27415	53935
6740	27416	53926
6741	27418	53917
6742	27419	53908
6743	27421	53899
6744	27423	53891
6745	27424	53882
6746	27426	53873
6747	27428	53864
6748	27430	53856
6749	27431	53847
6750	27433	53838
6751	27434	53829
6752	27436	53820
6753	27438	53811
6754	27439	53803
6755	27441	53793
6756	27442	53784
6757	27501	53887
6758	27503	53879
6759	27504	53870
6760	27506	53862
6761	27508	53853
6762	27509	53844
6763	27511	53835
6764	27513	53827
6765	27514	53817
6766	27516	53809
6767	27517	53799
6768	27519	53790
6769	27521	53782
6770	27522	53773
6771	27524	53764
6772	27526	53756
6773	27528	53747
6774	27529	53739
6775	27531	53730
6776	27533	53721
6777	27535	53713
6778	27536	53704
6779	27538	53695
6780	27539	53686
6781	27541	53678
6782	27542	53668
6783	27544	53659
6784	27547	53654
6785	27600	53745
6786	27602	53737
6787	27604	53729
6788	27606	53720
6789	27608	53712
6790	27609	53703
6791	27611	53694
6792	27613	53685
6793	27614	53676
6794	27616	53667
6795	27618	53659
6796	27619	53650
6797	27621	53641
6798	27622	53632
6799	27624	53623
6800	27625	53614
6801	27627	53606
6802	27629	53597
6803	27630	53588
6804	27632	53579
6805	27634	53570
6806	27635	53561
6807	27637	53553
6808	27639	53544
6809	27640	53536
6810	27700	53639
6811	27701	53630
6812	27703	53621
6813	27704	53612
6814	27706	53603
6815	27707	53594
6816	27709	53585
6817	27711	53577
6818	27712	53568
6819	27714	53559
6820	27716	53550
6821	27717	53542
6822	27719	53533
6823	27720	53524
6824	27722	53515
6825	27724	53506
6826	27725	53498
6827	27727	53489
6828	27729	53481
6829	27731	53472
6830	27732	53464
6831	27734	53455
6832	27736	53447
6833	27737	53438
6834	27739	53429
6835	27741	53420
6836	27742	53411
6837	27798	53507
6838	27800	53499
6839	27802	53490
6840	27803	53481
6841	27805	53473
6842	27806	53464
6843	27808	53455
6844	27810	53446
6845	27811	53438
6846	27814	53430
6847	27816	53423
6848	27818	53414
6849	27820	53406
6850	27821	53398
6851	27823	53389
6852	27825	53381
6853	27826	53372
6854	27828	53363
6855	27830	53354
6856	27832	53346
6857	27833	53337
6858	27835	53328
6859	27836	53320
6860	27838	53311
6861	27840	53302
6862	27841	53293
6863	27843	53285
6864	27898	53378
6865	27900	53370
6866	27901	53361
6867	27903	53352
6868	27905	53344
6869	27906	53335
6870	27908	53327
6871	27910	53318
6872	27911	53309
6873	27913	53301
6874	27915	53292
6875	27916	53284
6876	27918	53275
6877	27920	53267
6878	27921	53258
6879	27923	53249
6880	27925	53241
6881	27926	53232
6882	27928	53223
6883	27930	53215
6884	27932	53206
6885	27933	53198
6886	27935	53189
6887	27936	53180
6888	27938	53171
6889	27940	53164
6890	27996	53259
6891	27998	53251
6892	28000	53242
6893	28001	53233
6894	28003	53225
6895	28005	53216
6896	28007	53208
6897	28009	53200
6898	28010	53191
6899	28012	53183
6900	28013	53174
6901	28015	53165
6902	28017	53157
6903	28018	53148
6904	28020	53139
6905	28022	53131
6906	28024	53122
6907	28025	53113
6908	28027	53105
6909	28028	53096
6910	28030	53088
6911	28032	53079
6912	28033	53070
6913	28035	53062
6914	28037	53053
6915	28096	53153
6916	28098	53145
6917	28099	53136
6918	28101	53128
6919	28102	53119
6920	28104	53110
6921	28106	53102
6922	28107	53093
6923	28109	53084
6924	28111	53076
6925	28112	53067
6926	28114	53059
6927	28116	53051
6928	28118	53042
6929	28119	53034
6930	28121	53025
6931	28123	53016
6932	28124	53008
6933	28126	52999
6934	28127	52990
6935	28129	52982
6936	28131	52973
6937	28132	52965
6938	28134	52956
6939	28136	52947
6940	28137	52939
6941	28139	52930
6942	28141	52922
6943	28195	53012
6944	28196	53003
6945	28198	52994
6946	28200	52986
6947	28201	52977
6948	28203	52968
6949	28204	52959
6950	28206	52951
6951	28207	52942
6952	28209	52934
6953	28211	52925
6954	28212	52916
6955	28214	52907
6956	28215	52899
6957	28217	52891
6958	28219	52882
6959	28221	52874
6960	28222	52865
6961	28224	52857
6962	28226	52848
6963	28227	52839
6964	28229	52831
6965	28230	52822
6966	28232	52814
6967	28234	52805
6968	28235	52796
6969	28237	52788
6970	28239	52780
6971	28241	52771
6972	28244	52766
6973	28247	52760
6974	28294	52837
6975	28296	52828
6976	28298	52820
6977	28299	52811
6978	28301	52803
6979	28303	52795
6980	28305	52786
6981	28306	52777
6982	28308	52769
6983	28310	52761
6984	28311	52752
6985	28313	52743
6986	28314	52735
6987	28316	52726
6988	28318	52718
6989	28319	52709
6990	28321	52700
6991	28322	52692
6992	28324	52683
6993	28326	52675
6994	28327	52666
6995	28329	52658
6996	28331	52649
6997	28333	52641
6998	28334	52632
6999	28335	52623
7000	28392	52717
7001	28394	52709
7002	28396	52701
7003	28397	52692
7004	28399	52684
7005	28401	52675
7006	28402	52667
7007	28404	52658
7008	28406	52650
7009	28407	52641
7010	28409	52633
7011	28411	52624
7012	28412	52616
7013	28414	52608
7014	28416	52599
7015	28418	52591
7016	28420	52583
7017	28421	52574
7018	28423	52566
7019	28425	52558
7020	28426	52549
7021	28428	52541
7022	28430	52533
7023	28431	52524
7024	28433	52516
7025	28435	52507
7026	28438	52502
7027	28491	52588
7028	28493	52580
7029	28494	52571
7030	28496	52562
7031	28498	52554
7032	28499	52546
7033	28501	52537
7034	28503	52529
7035	28504	52520
7036	28506	52512
7037	28508	52503
7038	28509	52495
7039	28511	52486
7040	28513	52478
7041	28514	52470
7042	28516	52461
7043	28517	52452
7044	28519	52444
7045	28520	52435
7046	28522	52427
7047	28524	52418
7048	28525	52410
7049	28527	52401
7050	28529	52393
7051	28530	52384
7052	28532	52376
7053	28534	52368
7054	28590	52460
7055	28593	52453
7056	28594	52444
7057	28596	52436
7058	28598	52428
7059	28600	52419
7060	28601	52411
7061	28603	52403
7062	28605	52394
7063	28606	52386
7064	28608	52378
7065	28610	52370
7066	28612	52361
7067	28613	52353
7068	28615	52344
7069	28616	52336
7070	28618	52328
7071	28620	52319
7072	28622	52311
7073	28623	52302
7074	28625	52294
7075	28627	52285
7076	28628	52277
7077	28630	52269
7078	28631	52260
7079	28633	52252
7080	28635	52243
7081	28689	52331
7082	28691	52323
7083	28693	52315
7084	28694	52307
7085	28696	52298
7086	28698	52290
7087	28699	52281
7088	28701	52273
7089	28703	52264
7090	28704	52256
7091	28706	52247
7092	28708	52239
7093	28709	52231
7094	28711	52222
7095	28712	52214
7096	28714	52205
7097	28716	52197
7098	28717	52188
7099	28719	52179
7100	28720	52171
7101	28722	52162
7102	28724	52154
7103	28725	52146
7104	28727	52137
7105	28728	52129
7106	28730	52120
7107	28732	52112
7108	28735	52106
7109	28738	52101
7110	28740	52093
7111	28742	52085
7112	28744	52077
7113	28745	52069
7114	28747	52061
7115	28749	52052
7116	28751	52044
7117	28752	52035
7118	28754	52027
7119	28756	52020
7120	28758	52012
7121	28760	52005
7122	28763	51997
7123	28764	51989
7124	28766	51981
7125	28768	51973
7126	28769	51965
7127	28771	51956
7128	28773	51948
7129	28774	51940
7130	28776	51932
7131	28778	51923
7132	28780	51915
7133	28782	51908
7134	28838	51998
7135	28840	51989
7136	28841	51981
7137	28843	51973
7138	28845	51965
7139	28847	51957
7140	28848	51948
7141	28850	51940
7142	28852	51932
7143	28853	51923
7144	28855	51915
7145	28856	51906
7146	28858	51898
7147	28859	51889
7148	28861	51881
7149	28863	51873
7150	28865	51865
7151	28866	51856
7152	28868	51848
7153	28869	51840
7154	28871	51832
7155	28873	51823
7156	28875	51815
7157	28876	51807
7158	28878	51798
7159	28937	51893
7160	28938	51884
7161	28940	51876
7162	28942	51868
7163	28943	51859
7164	28945	51851
7165	28947	51843
7166	28949	51835
7167	28950	51827
7168	28952	51818
7169	28954	51810
7170	28955	51802
7171	28957	51793
7172	28958	51785
7173	28960	51777
7174	28962	51768
7175	28963	51760
7176	28965	51751
7177	28966	51743
7178	28968	51734
7179	28970	51726
7180	28971	51718
7181	28973	51710
7182	28975	51701
7183	28976	51693
7184	28978	51685
7185	28980	51677
7186	28981	51668
7187	28983	51661
7188	29036	51744
7189	29038	51736
7190	29040	51727
7191	29041	51719
7192	29043	51711
7193	29045	51702
7194	29046	51694
7195	29048	51686
7196	29049	51677
7197	29051	51669
7198	29053	51661
7199	29054	51652
7200	29056	51644
7201	29058	51636
7202	29059	51627
7203	29061	51619
7204	29063	51611
7205	29064	51603
7206	29066	51595
7207	29068	51587
7208	29069	51579
7209	29071	51571
7210	29073	51563
7211	29075	51555
7212	29077	51547
7213	29078	51538
7214	29135	51627
7215	29136	51619
7216	29138	51611
7217	29140	51603
7218	29141	51594
7219	29143	51586
7220	29145	51578
7221	29146	51570
7222	29148	51562
7223	29150	51553
7224	29151	51545
7225	29153	51537
7226	29155	51528
7227	29156	51520
7228	29158	51512
7229	29160	51504
7230	29161	51495
7231	29163	51487
7232	29165	51479
7233	29166	51471
7234	29168	51463
7235	29170	51455
7236	29171	51446
7237	29173	51439
7238	29175	51430
7239	29177	51423
7240	29234	51512
7241	29236	51504
7242	29237	51496
7243	29239	51487
7244	29241	51479
7245	29242	51471
7246	29244	51462
7247	29245	51454
7248	29247	51446
7249	29249	51438
7250	29250	51429
7251	29252	51421
7252	29254	51413
7253	29255	51405
7254	29257	51397
7255	29259	51388
7256	29260	51380
7257	29262	51372
7258	29264	51364
7259	29265	51356
7260	29267	51348
7261	29269	51339
7262	29270	51332
7263	29272	51323
7264	29274	51315
7265	29275	51307
7266	29277	51298
7267	29279	51291
7268	29281	51283
7269	29333	51363
7270	29334	51355
7271	29336	51347
7272	29338	51338
7273	29339	51330
7274	29341	51322
7275	29343	51314
7276	29344	51305
7277	29346	51297
7278	29347	51288
7279	29349	51280
7280	29350	51271
7281	29352	51263
7282	29353	51255
7283	29355	51246
7284	29356	51238
7285	29358	51230
7286	29359	51221
7287	29361	51213
7288	29363	51204
7289	29364	51196
7290	29366	51188
7291	29368	51180
7292	29369	51172
7293	29371	51164
7294	29373	51156
7295	29374	51148
7296	29378	51142
7297	29381	51137
7298	29432	51216
7299	29434	51208
7300	29436	51200
7301	29438	51191
7302	29439	51184
7303	29441	51176
7304	29443	51167
7305	29444	51159
7306	29446	51151
7307	29448	51143
7308	29449	51135
7309	29451	51127
7310	29453	51118
7311	29454	51110
7312	29456	51102
7313	29458	51094
7314	29459	51086
7315	29461	51078
