iter	Passed	Remaining
199	812	80482
200	814	80240
201	816	80003
202	819	79937
203	871	84607
204	873	84390
205	876	84189
206	878	83964
207	880	83745
208	882	83520
209	883	83293
210	885	83076
211	887	82856
212	889	82634
213	891	82412
214	893	82206
215	895	81990
216	897	81788
217	899	81591
218	901	81396
219	903	81188
220	905	81003
221	906	80804
222	908	80611
223	910	80421
224	912	80226
225	914	80028
226	916	79845
227	971	84260
228	973	84079
229	976	83895
230	978	83708
231	979	83502
232	982	83313
233	984	83118
234	986	82938
235	987	82733
236	989	82531
237	991	82335
238	993	82132
239	995	81936
240	997	81747
241	998	81561
242	1000	81363
243	1002	81186
244	1004	80992
245	1006	80809
246	1008	80620
247	1010	80447
248	1012	80275
249	1013	80095
250	1069	84139
251	1071	83957
252	1073	83778
253	1075	83594
254	1077	83405
255	1079	83219
256	1081	83045
257	1083	82884
258	1085	82703
259	1087	82535
260	1089	82367
261	1090	82185
262	1092	82010
263	1094	81840
264	1096	81669
265	1098	81491
266	1100	81330
267	1102	81156
268	1104	80992
269	1105	80812
270	1107	80642
271	1109	80478
272	1168	84418
273	1170	84272
274	1172	84118
275	1174	83947
276	1176	83785
277	1178	83620
278	1180	83452
279	1182	83285
280	1184	83130
281	1186	82954
282	1188	82804
283	1190	82651
284	1192	82492
285	1194	82330
286	1196	82179
287	1198	82027
288	1200	81860
289	1202	81703
290	1204	81546
291	1205	81392
292	1207	81230
293	1209	81092
294	1269	84788
295	1271	84626
296	1273	84466
297	1275	84303
298	1277	84146
299	1279	83988
300	1280	83822
301	1282	83671
302	1284	83522
303	1286	83368
304	1288	83210
305	1290	83055
306	1292	82893
307	1294	82754
308	1296	82600
309	1298	82456
310	1300	82314
311	1301	82156
312	1303	82003
313	1305	81863
314	1307	81722
315	1309	81575
316	1311	81423
317	1366	84585
318	1368	84437
319	1370	84302
320	1372	84167
321	1375	84030
322	1377	83900
323	1379	83763
324	1381	83628
325	1383	83471
326	1385	83332
327	1387	83206
328	1389	83067
329	1391	82924
330	1393	82808
331	1395	82668
332	1397	82541
333	1399	82401
334	1401	82290
335	1404	82188
336	1406	82063
337	1408	81940
338	1411	81839
339	1467	84831
340	1469	84695
341	1470	84545
342	1472	84414
343	1475	84302
344	1477	84156
345	1479	84014
346	1480	83877
347	1483	83746
348	1484	83607
349	1486	83465
350	1488	83329
351	1490	83198
352	1492	83065
353	1494	82930
354	1496	82798
355	1498	82664
356	1500	82538
357	1502	82410
358	1503	82279
359	1505	82157
360	1507	82028
361	1509	81896
362	1511	81771
363	1514	81720
364	1518	81679
365	1565	84003
366	1568	83888
367	1569	83754
368	1571	83630
369	1573	83501
370	1575	83380
371	1577	83250
372	1579	83125
373	1581	82989
374	1583	82868
375	1585	82736
376	1586	82599
377	1588	82477
378	1590	82347
379	1592	82238
380	1594	82106
381	1596	81995
382	1598	81871
383	1600	81749
384	1602	81620
385	1603	81504
386	1605	81379
387	1608	81292
388	1664	83919
389	1666	83789
390	1668	83668
391	1670	83543
392	1672	83422
393	1673	83295
394	1675	83174
395	1677	83065
396	1680	82955
397	1681	82828
398	1683	82711
399	1685	82598
400	1687	82476
401	1689	82350
402	1691	82233
403	1692	82115
404	1694	81996
405	1696	81876
406	1698	81759
407	1700	81645
408	1702	81539
409	1704	81432
410	1763	84063
411	1765	83959
412	1767	83835
413	1769	83714
414	1771	83600
415	1773	83488
416	1775	83374
417	1777	83268
418	1779	83150
419	1781	83044
420	1783	82929
421	1785	82813
422	1787	82705
423	1788	82595
424	1790	82477
425	1792	82365
426	1794	82256
427	1796	82141
428	1797	82021
429	1799	81912
430	1801	81804
431	1803	81695
432	1810	81813
433	1863	84010
434	1865	83897
435	1867	83788
436	1869	83675
437	1871	83574
438	1873	83471
439	1875	83359
440	1877	83255
441	1879	83144
442	1881	83040
443	1882	82931
444	1884	82816
445	1886	82712
446	1888	82601
447	1890	82498
448	1892	82407
449	1894	82303
450	1896	82199
451	1898	82095
452	1900	81989
453	1901	81884
454	1903	81784
455	1962	84091
456	1964	83991
457	1966	83889
458	1968	83784
459	1969	83679
460	1971	83573
461	1973	83459
462	1975	83348
463	1977	83242
464	1978	83137
465	1980	83039
466	1982	82938
467	1984	82831
468	1986	82728
469	1988	82627
470	1990	82526
471	1992	82421
472	1994	82322
473	1995	82218
474	1997	82114
475	1999	82019
476	2001	81935
477	2003	81840
478	2060	83982
479	2062	83883
480	2064	83779
481	2066	83678
482	2068	83579
483	2070	83475
484	2072	83371
485	2073	83268
486	2075	83173
487	2077	83064
488	2079	82967
489	2081	82871
490	2083	82771
491	2085	82672
492	2086	82571
493	2088	82468
494	2090	82381
495	2092	82281
496	2094	82185
497	2096	82090
498	2098	81991
499	2099	81892
500	2101	81800
501	2160	83926
502	2163	83867
503	2166	83798
504	2168	83713
505	2170	83637
506	2173	83557
507	2175	83466
508	2177	83378
509	2179	83284
510	2180	83175
511	2182	83080
512	2184	82982
513	2186	82884
514	2188	82794
515	2190	82696
516	2191	82602
517	2193	82516
518	2195	82425
519	2197	82329
520	2199	82234
521	2259	84323
522	2262	84253
523	2264	84178
524	2267	84103
525	2269	84036
526	2272	83970
527	2275	83901
528	2277	83832
529	2280	83763
530	2282	83696
531	2285	83622
532	2287	83546
533	2290	83483
534	2292	83408
535	2295	83341
536	2297	83281
537	2300	83214
538	2302	83130
539	2304	83041
540	2359	84859
541	2361	84770
542	2363	84680
543	2365	84592
544	2366	84495
545	2368	84402
546	2370	84315
547	2372	84229
548	2374	84134
549	2376	84044
550	2378	83951
551	2380	83861
552	2382	83770
553	2384	83684
554	2385	83594
555	2387	83508
556	2389	83416
557	2391	83331
558	2393	83244
559	2395	83161
560	2397	83072
561	2399	82988
562	2457	84846
563	2459	84758
564	2461	84668
565	2463	84579
566	2465	84488
567	2467	84405
568	2468	84310
569	2470	84225
570	2472	84141
571	2474	84052
572	2476	83960
573	2478	83874
574	2480	83783
575	2481	83695
576	2483	83607
577	2485	83526
578	2487	83442
579	2489	83355
580	2491	83263
581	2493	83179
582	2494	83094
583	2496	83007
584	2498	82925
585	2501	82858
586	2557	84573
587	2559	84489
588	2561	84422
589	2563	84339
590	2565	84253
591	2567	84168
592	2569	84081
593	2570	83986
594	2572	83899
595	2574	83809
596	2575	83722
597	2577	83632
598	2579	83544
599	2581	83461
600	2583	83376
601	2584	83285
602	2586	83199
603	2588	83114
604	2589	83026
605	2591	82942
606	2593	82852
607	2594	82765
608	2596	82680
609	2598	82612
610	2655	84269
611	2657	84182
612	2659	84097
613	2660	84009
614	2662	83926
615	2664	83837
616	2665	83749
617	2667	83665
618	2669	83577
619	2671	83494
620	2672	83406
621	2674	83319
622	2676	83236
623	2677	83154
624	2679	83073
625	2681	82992
626	2683	82914
627	2685	82833
628	2686	82748
629	2688	82671
630	2690	82592
631	2692	82515
632	2694	82428
633	2695	82346
634	2698	82282
635	2754	83869
636	2756	83785
637	2758	83699
638	2759	83617
639	2761	83534
640	2763	83450
641	2764	83367
642	2766	83281
643	2767	83193
644	2769	83113
645	2771	83026
646	2772	82945
647	2774	82865
648	2776	82782
649	2778	82704
650	2779	82617
651	2781	82536
652	2783	82457
653	2784	82377
654	2786	82297
655	2788	82215
656	2789	82136
657	2791	82057
658	2793	81979
659	2794	81896
660	2796	81831
661	2800	81798
662	2803	81764
663	2854	83131
664	2856	83056
665	2858	82977
666	2859	82895
667	2861	82818
668	2863	82741
669	2865	82669
670	2867	82590
671	2868	82514
672	2870	82439
673	2872	82360
674	2874	82283
675	2875	82205
676	2877	82124
677	2879	82050
678	2880	81972
679	2882	81890
680	2884	81820
681	2885	81744
682	2887	81669
683	2889	81593
684	2890	81516
685	2892	81442
686	2894	81367
687	2896	81310
688	2952	82761
689	2954	82687
690	2956	82614
691	2958	82539
692	2960	82467
693	2961	82391
694	2963	82320
695	2965	82248
696	2967	82171
697	2969	82103
698	2970	82032
699	2972	81959
700	2974	81887
701	2976	81813
702	2977	81740
703	2979	81668
704	2981	81597
705	2982	81521
706	2984	81453
707	2986	81385
708	2988	81315
709	2990	81242
710	2991	81168
711	2993	81100
712	3052	82562
713	3054	82495
714	3055	82418
715	3057	82343
716	3059	82271
717	3060	82200
718	3062	82124
719	3064	82052
720	3065	81982
721	3067	81911
722	3069	81840
723	3071	81781
724	3074	81728
725	3076	81673
726	3078	81613
727	3080	81556
728	3083	81505
729	3085	81452
730	3087	81385
731	3089	81321
732	3091	81253
733	3092	81184
734	3094	81111
735	3096	81042
736	3098	80975
737	3150	82230
738	3152	82157
739	3153	82089
740	3155	82020
741	3157	81952
742	3159	81879
743	3161	81812
744	3162	81743
745	3164	81675
746	3166	81604
747	3168	81544
748	3170	81479
749	3172	81421
750	3174	81364
751	3176	81305
752	3178	81245
753	3180	81182
754	3182	81109
755	3183	81039
756	3185	80974
757	3187	80919
758	3189	80860
759	3191	80794
760	3250	82171
761	3252	82111
762	3254	82049
763	3256	81988
764	3258	81929
765	3260	81869
766	3262	81801
767	3263	81734
768	3265	81670
769	3267	81611
770	3269	81545
771	3271	81478
772	3272	81409
773	3274	81344
774	3276	81279
775	3278	81209
776	3279	81144
777	3281	81077
778	3283	81015
779	3285	80950
780	3286	80884
781	3288	80822
782	3290	80763
783	3293	80718
784	3349	81981
785	3351	81918
786	3352	81850
787	3354	81789
788	3356	81723
789	3358	81657
790	3359	81593
791	3361	81525
792	3363	81465
793	3365	81402
794	3366	81336
795	3368	81270
796	3370	81206
797	3371	81139
798	3373	81073
799	3375	81010
800	3377	80949
801	3379	80886
802	3381	80828
803	3383	80780
804	3385	80723
805	3387	80661
806	3389	80601
807	3391	80557
808	3448	81805
809	3450	81743
810	3452	81684
811	3454	81621
812	3455	81557
813	3457	81494
814	3459	81430
815	3461	81372
816	3463	81311
817	3464	81246
818	3466	81192
819	3468	81132
820	3470	81071
821	3472	81010
822	3473	80947
823	3475	80885
824	3477	80823
825	3479	80766
826	3481	80705
827	3482	80644
828	3484	80582
829	3486	80523
830	3488	80460
831	3490	80415
832	3546	81614
833	3548	81556
834	3550	81495
835	3552	81438
836	3554	81373
837	3556	81315
838	3557	81256
839	3559	81193
840	3561	81131
841	3563	81070
842	3564	81011
843	3566	80950
844	3568	80888
845	3569	80826
846	3571	80764
847	3573	80704
848	3575	80643
849	3576	80585
850	3578	80525
851	3580	80468
852	3582	80405
853	3583	80349
854	3585	80293
855	3587	80235
856	3589	80175
857	3592	80148
858	3595	80122
859	3647	81174
860	3649	81121
861	3651	81064
862	3653	81008
863	3655	80955
864	3656	80895
865	3658	80835
866	3660	80775
867	3662	80716
868	3663	80659
869	3665	80604
870	3667	80545
871	3669	80484
872	3670	80427
873	3672	80371
874	3674	80312
875	3676	80254
876	3677	80196
877	3679	80142
878	3681	80086
879	3683	80031
880	3685	79980
881	3687	79925
882	3689	79874
883	3745	80992
884	3747	80947
885	3749	80892
886	3751	80837
887	3753	80788
888	3755	80738
889	3757	80687
890	3759	80637
891	3761	80584
892	3763	80534
893	3765	80481
894	3767	80425
895	3769	80381
896	3772	80333
897	3774	80284
898	3776	80232
899	3778	80188
900	3780	80143
901	3782	80091
902	3784	80042
903	3786	79990
904	3788	79938
905	3843	81012
906	3846	80969
907	3848	80916
908	3850	80867
909	3852	80816
910	3854	80765
911	3856	80708
912	3858	80657
913	3859	80601
914	3861	80546
915	3863	80492
916	3865	80439
917	3867	80388
918	3869	80336
919	3871	80288
920	3873	80239
921	3875	80188
922	3877	80134
923	3879	80082
924	3880	80032
925	3883	79986
926	3884	79932
927	3943	81040
928	3945	80989
929	3947	80952
930	3950	80908
931	3951	80852
932	3953	80801
933	3955	80746
934	3957	80697
935	3959	80642
936	3960	80584
937	3962	80532
938	3964	80482
939	3966	80427
940	3968	80374
941	3970	80322
942	3972	80271
943	3973	80216
944	3975	80161
945	3977	80111
946	3979	80064
947	3981	80011
948	3982	79956
949	3985	79925
950	4042	80965
951	4044	80921
952	4046	80869
953	4048	80819
954	4049	80766
955	4051	80716
956	4053	80665
957	4055	80610
958	4057	80555
959	4059	80506
960	4060	80454
961	4062	80404
962	4064	80355
963	4066	80299
964	4068	80249
965	4070	80198
966	4071	80145
967	4073	80092
968	4075	80043
969	4077	79989
970	4079	79940
971	4080	79886
972	4082	79834
973	4085	79801
974	4141	80807
975	4143	80758
976	4144	80704
977	4146	80650
978	4148	80597
979	4150	80546
980	4152	80496
981	4153	80444
982	4155	80391
983	4157	80344
984	4159	80296
985	4161	80243
986	4162	80188
987	4164	80139
988	4166	80089
989	4168	80042
990	4170	79991
991	4172	79943
992	4174	79898
993	4176	79852
994	4178	79804
995	4179	79749
996	4181	79699
997	4183	79660
998	4187	79640
999	4239	80553
1000	4241	80505
1001	4243	80460
1002	4245	80409
1003	4247	80359
1004	4249	80309
1005	4250	80261
1006	4252	80212
1007	4254	80169
1008	4256	80121
1009	4258	80073
1010	4260	80026
1011	4262	79973
1012	4264	79922
1013	4265	79873
1014	4267	79823
1015	4269	79768
1016	4270	79717
1017	4272	79669
1018	4274	79624
1019	4276	79575
1020	4278	79528
1021	4280	79480
1022	4282	79450
1023	4339	80407
1024	4340	80356
1025	4342	80301
1026	4343	80247
1027	4345	80195
1028	4347	80142
1029	4348	80089
1030	4350	80036
1031	4351	79984
1032	4353	79928
1033	4354	79875
1034	4356	79820
1035	4357	79766
1036	4359	79715
1037	4360	79663
1038	4362	79608
1039	4363	79557
1040	4365	79505
1041	4367	79453
1042	4368	79399
1043	4370	79346
1044	4371	79293
1045	4373	79243
1046	4374	79189
1047	4376	79139
1048	4377	79086
1049	4379	79033
1050	4381	78998
1051	4385	78983
1052	4437	79840
1053	4438	79787
1054	4440	79741
1055	4442	79695
1056	4444	79645
1057	4445	79593
1058	4447	79544
1059	4448	79491
1060	4450	79439
1061	4451	79387
1062	4453	79334
1063	4454	79281
1064	4456	79227
1065	4457	79176
1066	4459	79124
1067	4460	79073
1068	4462	79022
1069	4463	78972
1070	4465	78922
1071	4466	78872
1072	4468	78818
1073	4469	78759
1074	4470	78707
1075	4472	78655
1076	4473	78605
1077	4475	78556
1078	4476	78504
1079	4478	78457
1080	4536	79386
1081	4537	79339
1082	4539	79290
1083	4540	79240
1084	4542	79191
1085	4544	79141
1086	4545	79088
1087	4547	79038
1088	4548	78989
1089	4550	78940
1090	4551	78890
1091	4553	78838
1092	4554	78786
1093	4556	78737
1094	4557	78687
1095	4559	78637
1096	4560	78588
1097	4562	78539
1098	4563	78489
1099	4565	78437
1100	4566	78388
1101	4568	78339
1102	4569	78290
1103	4571	78240
1104	4572	78190
1105	4574	78142
1106	4575	78091
1107	4577	78044
1108	4578	77995
1109	4582	77980
1110	4634	78799
1111	4636	78756
1112	4638	78714
1113	4640	78670
1114	4642	78627
1115	4644	78583
1116	4645	78540
1117	4647	78496
1118	4649	78450
1119	4651	78406
1120	4653	78364
1121	4655	78324
1122	4656	78279
1123	4658	78236
1124	4660	78194
1125	4662	78152
1126	4664	78109
1127	4666	78068
1128	4668	78026
1129	4669	77981
1130	4671	77938
1131	4673	77893
1132	4675	77851
1133	4676	77807
1134	4679	77771
1135	4681	77733
1136	4684	77709
1137	4735	78488
1138	4737	78446
1139	4739	78404
1140	4741	78363
1141	4743	78323
1142	4744	78280
1143	4746	78237
1144	4748	78194
1145	4750	78149
1146	4752	78111
1147	4754	78069
1148	4755	78028
1149	4757	77985
1150	4759	77945
1151	4761	77904
1152	4763	77861
1153	4765	77821
1154	4767	77781
1155	4769	77743
1156	4771	77702
1157	4773	77663
1158	4774	77622
1159	4777	77591
1160	4833	78436
1161	4835	78397
1162	4837	78353
1163	4839	78313
1164	4841	78274
1165	4843	78232
1166	4845	78190
1167	4846	78147
1168	4848	78107
1169	4850	78065
1170	4852	78024
1171	4854	77983
1172	4856	77943
1173	4858	77908
1174	4860	77876
1175	4862	77840
1176	4865	77805
1177	4867	77771
1178	4869	77730
1179	4871	77692
1180	4873	77651
1181	4874	77611
1182	4932	78453
1183	4934	78415
1184	4936	78375
1185	4937	78330
1186	4939	78290
1187	4941	78243
1188	4942	78200
1189	4944	78159
1190	4946	78117
1191	4948	78077
1192	4950	78036
1193	4951	77994
1194	4953	77952
1195	4955	77909
1196	4957	77866
1197	4958	77824
1198	4960	77782
1199	4962	77741
1200	4963	77698
1201	4965	77656
1202	4967	77613
1203	4969	77574
1204	4970	77531
1205	4972	77493
1206	4975	77461
1207	4978	77448
1208	5030	78194
1209	5033	78159
1210	5035	78124
1211	5037	78089
1212	5039	78050
1213	5041	78015
1214	5043	77978
1215	5045	77941
1216	5047	77902
1217	5049	77868
1218	5051	77835
1219	5053	77798
1220	5056	77764
1221	5058	77729
1222	5060	77695
1223	5062	77657
1224	5064	77627
1225	5067	77593
1226	5069	77559
1227	5071	77526
1228	5074	77507
1229	5078	77492
1230	5130	78218
1231	5132	78182
1232	5134	78145
1233	5136	78109
1234	5138	78072
1235	5140	78035
1236	5142	78000
1237	5144	77965
1238	5146	77930
1239	5148	77892
1240	5150	77857
1241	5152	77823
1242	5154	77789
1243	5156	77750
1244	5158	77715
1245	5161	77680
1246	5163	77647
1247	5165	77613
1248	5167	77579
1249	5169	77542
1250	5171	77507
1251	5173	77467
1252	5175	77428
1253	5177	77397
1254	5229	78107
1255	5231	78077
1256	5233	78042
1257	5235	78004
1258	5237	77969
1259	5239	77934
1260	5242	77901
1261	5244	77867
1262	5246	77832
1263	5248	77798
1264	5250	77763
1265	5252	77726
1266	5255	77696
1267	5257	77662
1268	5259	77628
1269	5261	77596
1270	5263	77564
1271	5265	77528
1272	5267	77491
1273	5269	77458
1274	5271	77424
1275	5273	77385
1276	5328	78119
1277	5330	78092
1278	5332	78057
1279	5334	78014
1280	5336	77981
1281	5338	77947
1282	5340	77912
1283	5342	77877
1284	5344	77844
1285	5347	77811
1286	5348	77774
1287	5350	77738
1288	5353	77703
1289	5354	77667
1290	5357	77633
1291	5359	77599
1292	5361	77566
1293	5363	77532
1294	5365	77499
1295	5367	77466
1296	5426	78246
1297	5428	78218
1298	5430	78184
1299	5432	78150
1300	5435	78117
1301	5437	78082
1302	5439	78049
1303	5441	78021
1304	5443	77985
1305	5445	77950
1306	5448	77919
1307	5450	77884
1308	5452	77852
1309	5454	77819
1310	5456	77787
1311	5458	77750
1312	5460	77714
1313	5462	77681
1314	5464	77647
1315	5466	77613
1316	5525	78386
1317	5527	78355
1318	5530	78322
1319	5532	78289
1320	5534	78261
1321	5536	78227
1322	5539	78196
1323	5541	78165
1324	5543	78137
1325	5545	78101
1326	5548	78073
1327	5550	78041
1328	5552	78006
1329	5555	77981
1330	5557	77947
1331	5559	77913
1332	5561	77880
1333	5563	77850
1334	5565	77818
1335	5625	78582
1336	5627	78550
1337	5629	78513
1338	5631	78481
1339	5633	78444
1340	5635	78409
1341	5637	78374
1342	5639	78340
1343	5641	78306
1344	5643	78279
1345	5645	78243
1346	5647	78206
1347	5649	78170
1348	5651	78135
1349	5653	78100
1350	5655	78066
1351	5657	78032
1352	5659	77998
1353	5661	77963
1354	5663	77929
1355	5665	77893
1356	5667	77865
1357	5723	78576
1358	5725	78539
1359	5727	78503
1360	5729	78468
1361	5731	78430
1362	5733	78394
1363	5735	78357
1364	5736	78318
1365	5738	78284
1366	5740	78250
1367	5742	78212
1368	5744	78176
1369	5746	78138
1370	5747	78102
1371	5749	78066
1372	5751	78032
1373	5753	77995
1374	5755	77960
1375	5757	77925
1376	5759	77889
1377	5761	77854
1378	5763	77819
1379	5764	77782
1380	5767	77755
1381	5823	78454
1382	5826	78426
1383	5828	78396
1384	5830	78364
1385	5832	78329
1386	5834	78298
1387	5836	78267
1388	5838	78233
1389	5841	78202
1390	5843	78169
1391	5845	78135
1392	5847	78102
1393	5849	78070
1394	5851	78035
1395	5853	78001
1396	5855	77969
1397	5857	77937
1398	5859	77905
1399	5861	77873
1400	5863	77842
1401	5922	78568
1402	5924	78535
1403	5926	78501
1404	5928	78467
1405	5930	78435
1406	5933	78403
1407	5935	78372
1408	5937	78342
1409	5939	78311
1410	5941	78280
1411	5943	78247
1412	5945	78212
1413	5948	78182
1414	5950	78149
1415	5952	78117
1416	5954	78084
1417	5956	78053
1418	5958	78019
1419	5960	77987
1420	5962	77953
1421	5965	77934
1422	6021	78608
1423	6023	78577
1424	6025	78545
1425	6027	78514
1426	6030	78483
1427	6032	78452
1428	6034	78422
1429	6036	78392
1430	6038	78361
1431	6041	78331
1432	6043	78299
1433	6045	78266
1434	6047	78234
1435	6049	78204
1436	6051	78171
1437	6053	78142
1438	6055	78111
1439	6057	78076
1440	6059	78047
1441	6062	78016
1442	6064	77986
1443	6066	77955
1444	6119	78574
1445	6121	78545
1446	6123	78513
1447	6125	78481
1448	6127	78449
1449	6129	78421
1450	6131	78388
1451	6134	78359
1452	6136	78327
1453	6138	78296
1454	6140	78268
1455	6142	78233
1456	6144	78204
1457	6146	78173
1458	6149	78143
1459	6151	78109
1460	6153	78079
1461	6155	78049
1462	6157	78018
1463	6159	77989
1464	6162	77970
1465	6219	78625
1466	6221	78597
1467	6223	78570
1468	6226	78540
1469	6228	78513
1470	6230	78483
1471	6233	78455
1472	6235	78424
1473	6237	78394
1474	6239	78364
1475	6241	78335
1476	6244	78309
1477	6246	78281
1478	6249	78257
1479	6251	78228
1480	6253	78200
1481	6256	78171
1482	6258	78144
1483	6317	78829
1484	6320	78801
1485	6322	78775
1486	6325	78748
1487	6327	78719
1488	6329	78691
1489	6332	78662
1490	6334	78631
1491	6336	78600
1492	6338	78573
1493	6341	78546
1494	6343	78518
1495	6345	78488
1496	6347	78458
1497	6350	78430
1498	6352	78405
1499	6355	78378
1500	6357	78350
1501	6417	79030
1502	6419	79002
1503	6421	78972
1504	6424	78945
1505	6426	78917
1506	6428	78889
1507	6431	78862
1508	6433	78835
1509	6436	78809
1510	6438	78781
1511	6440	78750
1512	6442	78724
1513	6445	78698
1514	6447	78671
1515	6450	78643
1516	6452	78615
1517	6454	78587
1518	6456	78557
1519	6459	78536
1520	6463	78522
1521	6515	79103
1522	6517	79074
1523	6520	79047
1524	6522	79021
1525	6524	78992
1526	6527	78966
1527	6529	78938
1528	6532	78911
1529	6534	78883
1530	6536	78856
1531	6539	78829
1532	6541	78803
1533	6544	78778
1534	6546	78747
1535	6548	78720
1536	6551	78693
1537	6553	78662
1538	6555	78635
1539	6615	79297
1540	6617	79273
1541	6620	79244
1542	6622	79213
1543	6624	79186
1544	6626	79157
1545	6629	79129
1546	6631	79102
1547	6633	79074
1548	6636	79045
1549	6638	79017
1550	6640	78993
1551	6643	78966
1552	6645	78937
1553	6647	78908
1554	6650	78881
1555	6652	78853
1556	6654	78827
1557	6657	78808
1558	6661	78791
1559	6713	79355
1560	6715	79328
1561	6718	79303
1562	6720	79276
1563	6723	79249
1564	6725	79220
1565	6727	79193
1566	6729	79165
1567	6732	79137
1568	6734	79108
1569	6736	79078
1570	6738	79052
1571	6741	79023
1572	6743	78994
1573	6745	78965
1574	6747	78937
1575	6749	78908
1576	6752	78881
1577	6755	78860
1578	6811	79468
1579	6814	79441
1580	6816	79412
1581	6818	79386
1582	6821	79360
1583	6823	79334
1584	6826	79307
1585	6828	79279
1586	6830	79250
1587	6832	79223
1588	6835	79196
1589	6837	79169
1590	6839	79141
1591	6842	79114
1592	6844	79087
1593	6846	79061
1594	6849	79033
1595	6851	79007
1596	6853	78979
1597	6856	78953
1598	6911	79535
1599	6913	79510
1600	6916	79483
1601	6918	79455
1602	6920	79428
1603	6923	79401
1604	6925	79375
1605	6927	79346
1606	6930	79319
1607	6932	79293
1608	6935	79268
1609	6937	79240
1610	6939	79213
1611	6942	79188
1612	6944	79163
1613	6946	79134
1614	6949	79107
1615	6951	79080
1616	6954	79063
1617	6957	79048
1618	7010	79595
1619	7013	79570
1620	7015	79546
1621	7018	79519
1622	7020	79494
1623	7023	79469
1624	7025	79444
1625	7028	79418
1626	7030	79395
1627	7033	79372
1628	7036	79349
1629	7038	79321
1630	7040	79296
1631	7043	79270
1632	7045	79244
1633	7048	79220
1634	7050	79193
1635	7052	79168
1636	7109	79746
1637	7111	79722
1638	7114	79695
1639	7116	79671
1640	7119	79647
1641	7121	79620
1642	7124	79595
1643	7126	79571
1644	7128	79545
1645	7131	79518
1646	7133	79492
1647	7136	79466
1648	7138	79443
1649	7141	79418
1650	7143	79394
1651	7146	79370
1652	7148	79344
1653	7151	79324
1654	7208	79898
1655	7210	79875
1656	7213	79851
1657	7215	79824
1658	7218	79800
1659	7220	79777
1660	7223	79749
1661	7225	79725
1662	7228	79700
1663	7230	79675
1664	7233	79651
1665	7235	79624
1666	7237	79596
1667	7239	79568
1668	7242	79543
1669	7244	79519
1670	7247	79493
1671	7307	80098
1672	7310	80083
1673	7313	80063
1674	7315	80036
1675	7318	80011
1676	7320	79985
1677	7323	79962
1678	7325	79935
1679	7328	79912
1680	7330	79886
1681	7333	79861
1682	7335	79837
1683	7338	79815
1684	7340	79787
1685	7342	79761
1686	7345	79735
1687	7347	79710
1688	7349	79682
1689	7351	79651
