iter	MAE	RMSE
8073	142404.241	193229.5296
8074	142402.3137	193226.8547
8075	142399.2513	193222.9538
8076	142395.2728	193218.3441
8077	142389.5153	193209.9498
8078	142382.6036	193197.2948
8079	142373.0657	193185.2224
8080	142368.6073	193178.6899
8081	142363.3443	193169.7905
8082	142353.3267	193159.7144
8083	142348.9981	193152.609
8084	142346.1339	193147.2689
8085	142339.6339	193139.7953
8086	142333.0462	193132.9865
8087	142327.9414	193125.5746
8088	142316.8871	193114.9996
8089	142308.7098	193104.9277
8090	142306.4257	193100.926
8091	142303.1524	193096.1663
8092	142296.3735	193085.3229
8093	142285.1986	193070.9186
8094	142276.9425	193060.8522
8095	142272.5497	193052.379
8096	142265.6165	193043.6549
8097	142259.492	193036.2459
8098	142247.1465	193019.4054
8099	142236.4503	193003.3764
8100	142231.776	192998.0371
8101	142227.0737	192990.0232
8102	142225.3774	192987.8901
8103	142217.8477	192977.1314
8104	142210.6196	192967.9389
8105	142206.0159	192961.2663
8106	142203.3365	192955.7945
8107	142201.7934	192952.6977
8108	142194.3484	192940.4749
8109	142188.5611	192931.2965
8110	142177.4057	192916.048
8111	142171.8829	192908.7807
8112	142165.323	192899.8322
8113	142157.5964	192888.3733
8114	142151.8815	192881.5929
8115	142146.7698	192875.6289
8116	142142.26	192869.3193
8117	142140.029	192866.0577
8118	142133.2064	192855.9148
8119	142129.5155	192848.108
8120	142118.5483	192833.7715
8121	142111.3467	192822.9386
8122	142104.3686	192813.8082
8123	142102.62	192811.998
8124	142099.6822	192808.4976
8125	142093.7109	192800.7848
8126	142087.9872	192795.4707
8127	142081.1041	192786.1884
8128	142080.1988	192785.0833
8129	142076.9518	192779.2068
8130	142070.0059	192769.0502
8131	142063.2921	192760.2979
8132	142053.4957	192742.3228
8133	142049.5522	192736.5651
8134	142045.7497	192731.1176
8135	142044.5169	192728.8587
8136	142041.8651	192723.3368
8137	142034.0666	192713.8798
8138	142026.6839	192701.7884
8139	142020.3578	192690.5806
8140	142015.5517	192684.4666
8141	142008.2379	192673.7358
8142	142001.9434	192665.8499
8143	141998.5175	192661.562
8144	141992.5996	192652.8718
8145	141991.3568	192651.2556
8146	141988.325	192647.1697
8147	141982.777	192639.5862
8148	141978.7072	192629.8046
8149	141972.0222	192619.9089
8150	141966.4607	192612.9403
8151	141963.2836	192608.5884
8152	141959.469	192602.8148
8153	141950.5712	192592.9572
8154	141943.9722	192581.7698
8155	141936.5886	192572.8383
8156	141933.9535	192568.8835
8157	141930.6222	192564.2976
8158	141920.658	192550.2638
8159	141912.5237	192539.7904
8160	141909.7785	192536.0784
8161	141903.559	192527.9837
8162	141898.1369	192515.8131
8163	141895.1679	192510.7297
8164	141889.3783	192500.3001
8165	141884.1414	192491.5341
8166	141881.7921	192487.6734
8167	141872.9595	192477.6901
8168	141865.5152	192467.9713
8169	141859.8595	192460.7112
8170	141853.2062	192450.8935
8171	141842.2948	192436.705
8172	141837.594	192430.9955
8173	141834.5469	192427.0171
8174	141829.9681	192421.1741
8175	141818.5685	192407.386
8176	141812.7498	192400.5645
8177	141810.442	192396.8568
8178	141802.0312	192385.0554
8179	141797.4971	192378.034
8180	141794.4723	192374.6651
8181	141788.9415	192365.9064
8182	141784.0465	192357.9606
8183	141775.7297	192348.377
8184	141767.166	192338.7503
8185	141759.1947	192325.3537
8186	141753.3096	192318.3909
8187	141749.3461	192309.9738
8188	141745.6282	192305.3973
8189	141742.7787	192300.8606
8190	141736.5729	192293.2922
8191	141733.7133	192289.3933
8192	141726.3495	192281.2755
8193	141722.3423	192276.1426
8194	141718.1473	192271.273
8195	141715.1336	192268.0336
8196	141712.1631	192263.8658
8197	141703.75	192253.9351
8198	141697.8787	192247.1679
8199	141694.0269	192241.9893
8200	141689.9156	192235.7378
8201	141682.739	192224.1702
8202	141677.1642	192217.4147
8203	141673.9418	192213.8423
8204	141670.8144	192210.2918
8205	141664.4001	192200.7519
8206	141661.7302	192197.7562
8207	141658.7612	192191.1669
8208	141656.0237	192185.2027
8209	141644.8571	192171.2042
8210	141638.8467	192162.3008
8211	141633.5729	192154.463
8212	141628.474	192148.6104
8213	141620.9059	192141.0489
8214	141615.9732	192134.1962
8215	141612.5851	192130.7905
8216	141605.8024	192120.5583
8217	141600.3552	192111.887
8218	141594.0648	192103.8968
8219	141587.7707	192092.4672
8220	141581.0994	192083.1423
8221	141579.6197	192080.4085
8222	141572.6987	192069.4674
8223	141564.0612	192058.8868
8224	141561.759	192055.3104
8225	141559.3679	192051.5379
8226	141548.1058	192039.3132
8227	141541.4406	192031.6233
8228	141537.8482	192027.0168
8229	141532.579	192018.5415
8230	141530.8525	192016.7768
8231	141524.8038	192006.4733
8232	141522.5109	192004.0896
8233	141515.9562	191993.0304
8234	141509.2975	191985.2761
8235	141501.8268	191975.495
8236	141495.0471	191964.9322
8237	141487.5487	191954.7916
8238	141478.3382	191941.8598
8239	141473.6662	191936.4723
8240	141464.096	191922.5351
8241	141459.5814	191917.6263
8242	141454.2946	191910.91
8243	141451.5127	191904.2986
8244	141444.9887	191894.9
8245	141442.2848	191890.1453
8246	141436.2318	191883.4397
8247	141431.6665	191876.874
8248	141423.6685	191868.6336
8249	141417.5534	191859.8517
8250	141412.6832	191852.969
8251	141409.0995	191847.4301
8252	141402.6549	191838.3463
8253	141395.1919	191830.2718
8254	141389.7177	191823.8042
8255	141384.9054	191817.4979
8256	141383.075	191814.399
8257	141378.1281	191808.4499
8258	141372.9465	191799.8311
8259	141367.6629	191790.5866
8260	141360.559	191780.8183
8261	141356.1458	191775.4341
8262	141348.0821	191765.1574
8263	141335.2033	191744.3366
8264	141330.873	191738.7519
8265	141323.9498	191730.5523
8266	141313.1887	191711.9455
8267	141311.9867	191705.9076
8268	141303.9327	191695.4822
8269	141299.6676	191689.3223
8270	141291.3738	191678.8366
8271	141285.8099	191671.261
8272	141283.3399	191668.3557
8273	141279.0611	191662.8659
8274	141272.1401	191653.1767
8275	141269.3961	191649.3062
8276	141261.1566	191638.26
8277	141255.9629	191631.1482
8278	141254.2025	191629.368
8279	141251.1947	191624.8211
8280	141245.4775	191618.6539
8281	141238.6829	191607.2199
8282	141229.0152	191595.4007
8283	141219.9281	191584.2967
8284	141212.1392	191572.4851
8285	141201.266	191557.355
8286	141199.4	191554.1942
8287	141196.752	191550.3486
8288	141190.9203	191539.0396
8289	141188.5818	191535.3349
8290	141186.6575	191532.3581
8291	141181.9778	191527.088
8292	141174.4359	191516.9294
8293	141165.0591	191506.71
8294	141157.3654	191499.168
8295	141151.179	191491.6094
8296	141148.3088	191487.7527
8297	141143.2602	191479.4944
8298	141139.8598	191476.1466
8299	141134.7177	191467.6216
8300	141131.9358	191464.391
8301	141127.2811	191457.4224
8302	141119.449	191446.5811
8303	141113.3437	191438.7099
8304	141109.8166	191430.3693
8305	141105.9679	191425.1377
8306	141103.8977	191422.5914
8307	141096.4086	191413.665
8308	141093.1398	191409.9042
8309	141087.1059	191400.4426
8310	141080.0181	191391.4687
8311	141070.029	191379.4198
8312	141066.3461	191375.3064
8313	141060.6966	191363.1051
8314	141053.333	191352.8822
8315	141051.6585	191351.1967
8316	141045.9067	191343.8791
8317	141040.0923	191335.5135
8318	141034.6789	191328.2504
8319	141027.1256	191317.0536
8320	141024.4444	191313.4277
8321	141019.7698	191307.2216
8322	141014.1068	191299.3926
8323	141010.1931	191291.7101
8324	141001.8576	191278.619
8325	140993.8091	191269.0805
8326	140990.254	191264.7199
8327	140984.8833	191256.191
8328	140982.0858	191252.6716
8329	140976.343	191245.5792
8330	140969.4969	191237.0135
8331	140962.8437	191230.1532
8332	140956.3658	191219.1501
8333	140950.7119	191209.5354
8334	140941.3299	191196.25
8335	140938.6516	191193.2881
8336	140937.5721	191191.8601
8337	140933.6584	191185.9463
8338	140926.1841	191173.8229
8339	140920.0256	191164.8573
8340	140912.8078	191154.9416
8341	140906.3557	191144.0211
8342	140899.2085	191136.6444
8343	140891.5461	191125.8095
8344	140886.0216	191116.3711
8345	140880.6653	191107.5662
8346	140876.4364	191101.8292
8347	140874.8071	191099.5709
8348	140870.0255	191093.716
8349	140865.1718	191086.0879
8350	140859.8734	191077.7135
8351	140847.8361	191063.2062
8352	140845.072	191060.0145
8353	140843.6782	191058.4877
8354	140837.519	191048.7521
8355	140829.2878	191037.4648
8356	140822.8916	191028.5362
8357	140820.5011	191024.9927
8358	140809.4775	191010.5006
8359	140802.0697	190999.7593
8360	140799.2983	190995.8845
8361	140795.0544	190988.6327
8362	140789.3694	190978.4941
8363	140778.5675	190963.5514
8364	140777.6982	190961.8282
8365	140773.8315	190956.8586
8366	140771.895	190955.0026
8367	140769.0573	190949.3411
8368	140765.8086	190943.6847
8369	140759.6232	190933.5761
8370	140754.4074	190921.4337
8371	140748.6389	190911.6107
8372	140745.6342	190906.9956
8373	140741.0741	190900.1298
8374	140733.0261	190889.0404
8375	140728.03	190881.0707
8376	140722.1227	190872.4782
8377	140716.7416	190866.248
8378	140710.2295	190858.3857
8379	140706.7852	190851.5939
8380	140699.0074	190842.7159
8381	140697.3818	190840.2058
8382	140692.8163	190834.7216
8383	140687.8794	190827.3762
8384	140685.8257	190825.1015
8385	140677.8961	190814.9911
8386	140673.65	190808.8616
8387	140667.2875	190796.7898
8388	140663.1722	190787.3773
8389	140657.9189	190779.8613
8390	140654.8932	190776.268
8391	140650.6456	190772.3498
8392	140647.4372	190767.633
8393	140642.9692	190761.6959
8394	140636.1905	190751.4543
8395	140632.5978	190746.0508
8396	140629.8831	190741.197
8397	140622.9348	190733.0145
8398	140614.364	190720.7899
8399	140608.2034	190712.8664
8400	140604.4987	190708.2694
8401	140601.824	190704.7563
8402	140595.0044	190696.1152
8403	140587.1325	190686.8187
8404	140580.7853	190676.5811
8405	140577.6899	190671.8837
8406	140572.3685	190663.4639
8407	140566.7549	190656.1347
8408	140560.3983	190646.8305
8409	140556.5639	190638.5912
8410	140552.6143	190631.463
8411	140546.2944	190620.7016
8412	140536.7978	190608.5031
8413	140530.271	190600.6962
8414	140523.9914	190594.1515
8415	140516.2573	190584.4717
8416	140509.5001	190576.0504
8417	140499.6493	190560.6198
8418	140493.7773	190553.3612
8419	140490.2348	190548.9512
8420	140484.995	190541.9376
8421	140480.9532	190536.706
8422	140478.3024	190532.0223
8423	140472.3046	190524.7913
8424	140468.7028	190521.0458
8425	140466.727	190517.1392
8426	140461.8981	190511.1496
8427	140457.7882	190506.4147
8428	140452.0805	190500.4166
8429	140450.716	190499.0071
8430	140447.8641	190495.323
8431	140444.6065	190487.7578
8432	140443.1932	190486.1272
8433	140435.9678	190478.2973
8434	140430.7477	190471.423
8435	140422.007	190462.0179
8436	140420.525	190458.7325
8437	140416.2031	190453.1558
8438	140408.7975	190443.2674
8439	140405.1013	190435.7681
8440	140402.3548	190430.1909
8441	140393.6449	190419.0397
8442	140386.2662	190407.0563
8443	140373.7506	190389.3593
8444	140369.9615	190380.7226
8445	140365.2165	190373.1987
8446	140359.5469	190365.8539
8447	140355.7101	190361.3094
8448	140350.0162	190352.5316
8449	140345.6063	190346.7429
8450	140344.5105	190344.7787
8451	140338.9864	190337.1152
8452	140334.5129	190333.2231
8453	140329.9987	190324.5505
8454	140324.7788	190319.0154
8455	140318.3981	190312.9516
8456	140312.8649	190305.7288
8457	140307.3076	190297.7082
8458	140296.9904	190279.8267
8459	140292.5065	190275.803
8460	140286.2	190266.4892
8461	140280.9102	190258.9928
8462	140277.9909	190250.8731
8463	140274.318	190246.8535
8464	140265.614	190235.038
8465	140258.7339	190223.5598
8466	140249.4955	190211.0915
8467	140238.8472	190197.3279
8468	140232.4686	190187.6615
8469	140226.7544	190182.1111
8470	140223.3831	190177.6469
8471	140211.2422	190162.1456
8472	140202.002	190147.7527
8473	140196.228	190141.6538
8474	140195.1017	190139.0132
8475	140189.6785	190129.9461
8476	140184.5219	190122.4844
8477	140179.5856	190113.559
8478	140174.87	190105.1129
8479	140169.0032	190094.529
8480	140165.1361	190089.6578
8481	140160.9264	190084.9298
8482	140152.0916	190073.1275
8483	140149.2373	190067.839
8484	140142.392	190057.4419
8485	140137.4659	190050.4198
8486	140134.3659	190042.7148
8487	140126.7461	190032.1049
8488	140123.8982	190027.8392
8489	140118.6439	190018.6456
8490	140112.6011	190009.4496
8491	140109.2561	190004.2141
8492	140105.863	190000.1404
8493	140102.094	189993.8516
8494	140099.8053	189990.8211
8495	140092.7055	189982.768
8496	140083.6122	189972.2993
8497	140080.2925	189965.5869
8498	140076.0454	189958.2681
8499	140070.5331	189950.6724
8500	140063.1683	189938.0452
8501	140059.0556	189930.8129
8502	140057.2092	189928.8035
8503	140048.6444	189919.8938
8504	140046.0855	189916.1102
8505	140044.6741	189914.0603
8506	140039.8673	189907.2435
8507	140035.0831	189899.8866
8508	140030.2853	189892.3432
8509	140027.3559	189887.6767
8510	140024.045	189882.1711
8511	140022.4176	189880.4119
8512	140018.3614	189875.7459
8513	140012.7323	189869.4176
8514	140003.2612	189853.9142
8515	139999.6253	189849.2632
8516	139997.5958	189846.8185
8517	139991.9326	189839.4415
8518	139980.5987	189823.6083
8519	139973.1038	189815.5648
8520	139971.4594	189813.8529
8521	139963.396	189800.7515
8522	139959.9464	189796.0144
8523	139957.483	189791.9294
8524	139950.8783	189779.9055
8525	139948.2917	189776.8291
8526	139943.0155	189770.7862
8527	139940.615	189768.381
8528	139939.2464	189765.6076
8529	139932.8087	189756.0147
8530	139930.1671	189752.1277
8531	139925.9138	189743.9566
8532	139922.6292	189738.5938
8533	139917.3982	189729.4893
8534	139901.8588	189712.9911
8535	139897.7314	189707.8518
8536	139890.9334	189698.2327
8537	139888.2375	189695.1316
8538	139887.5676	189694.3113
8539	139882.0727	189687.5042
8540	139876.0251	189679.7159
8541	139873.861	189676.8101
8542	139867.1685	189667.8336
8543	139859.744	189657.5771
8544	139852.9476	189649.461
8545	139847.4533	189642.5631
8546	139840.6729	189633.3751
8547	139833.364	189622.6428
8548	139828.0216	189616.3933
8549	139825.3772	189612.6848
8550	139821.6917	189604.1893
8551	139815.7914	189596.732
8552	139811.0231	189589.7959
8553	139801.174	189575.72
8554	139798.9661	189571.9498
8555	139792.743	189560.6688
8556	139782.9239	189547.6565
8557	139773.3859	189535.9248
8558	139769.2678	189529.4343
8559	139763.4363	189520.0129
8560	139760.477	189516.2011
8561	139754.9633	189507.1524
8562	139746.7278	189497.4837
8563	139741.0137	189487.3635
8564	139736.6373	189479.7443
8565	139735.1528	189477.2355
8566	139729.1374	189465.836
8567	139727.8407	189463.2792
8568	139724.0733	189459.3779
8569	139718.096	189448.0454
8570	139714.2974	189442.6948
8571	139713.0599	189441.0185
8572	139705.6263	189431.5035
8573	139697.2355	189423.5409
8574	139692.4007	189417.1809
8575	139687.3584	189408.9207
8576	139683.7106	189404.5459
8577	139682.0831	189401.4154
8578	139676.0567	189393.5426
8579	139668.6915	189383.0556
8580	139663.5518	189376.8723
8581	139657.9966	189371.0777
8582	139655.4783	189367.5147
8583	139653.0671	189365.122
8584	139650.0366	189361.7289
8585	139643.0443	189351.9982
8586	139637.1348	189342.3548
8587	139630.9969	189334.533
8588	139627.5394	189331.0765
8589	139624.4846	189326.9782
8590	139621.94	189322.4372
8591	139615.5314	189313.5378
8592	139611.1591	189309.7292
8593	139606.9599	189300.7512
8594	139606.3684	189300.0994
8595	139602.6854	189294.6293
8596	139595.5025	189287.384
8597	139590.3735	189280.7882
8598	139585.7738	189275.7796
8599	139581.0897	189269.81
8600	139578.2714	189267.0779
8601	139572.1776	189259.453
8602	139565.7994	189250.8012
8603	139561.0326	189244.3783
8604	139559.599	189241.2082
8605	139557.1205	189237.7277
8606	139553.1231	189229.9728
8607	139546.1719	189221.3024
8608	139538.4411	189211.6691
8609	139534.1938	189205.4203
8610	139528.8966	189198.623
8611	139525.2807	189194.2438
8612	139521.5983	189186.2951
8613	139521.3162	189185.5734
8614	139514.0451	189174.9688
8615	139509.6872	189168.4719
8616	139505.5523	189163.8068
8617	139499.7589	189157.9331
8618	139494.4409	189149.915
8619	139489.0364	189142.0209
8620	139481.7332	189128.8971
8621	139477.7018	189124.6428
8622	139469.6354	189113.9782
8623	139467.1822	189110.6665
8624	139461.3294	189103.3465
8625	139456.8163	189096.854
8626	139450.4238	189087.2186
8627	139445.8262	189078.1872
8628	139444.1899	189075.8149
8629	139441.3563	189072.1216
8630	139438.068	189068.1113
8631	139435.2831	189063.8562
8632	139428.7573	189055.3416
8633	139421.3183	189045.6347
8634	139416.0842	189039.8076
8635	139406.4647	189028.5312
8636	139403.0886	189023.6966
8637	139396.76	189015.2806
8638	139393.3561	189011.7173
8639	139388.0442	189003.8431
8640	139381.7178	188995.6033
8641	139377.4839	188986.8522
8642	139370.7132	188976.2645
8643	139361.9934	188963.4111
8644	139355.7785	188954.5342
8645	139351.077	188948.3725
8646	139339.4655	188936.0365
8647	139334.8167	188929.0684
8648	139329.0595	188921.355
8649	139319.8233	188910.5751
8650	139310.9492	188899.3906
8651	139303.6625	188889.8222
8652	139294.8607	188878.6815
8653	139288.8093	188870.9214
8654	139281.0303	188860.1606
8655	139276.4552	188852.8321
8656	139272.8543	188847.3811
8657	139267.8338	188841.2232
8658	139264.0096	188831.5161
8659	139263.1088	188829.7849
8660	139260.5625	188826.3477
8661	139256.1131	188820.374
8662	139252.9128	188816.2879
8663	139245.3294	188808.5674
8664	139242.1063	188802.0213
8665	139238.3444	188792.7241
8666	139229.1834	188780.2179
8667	139220.2193	188765.7032
8668	139208.4503	188752.0768
8669	139205.2786	188747.6024
8670	139202.3551	188743.1789
8671	139201.2655	188740.9603
8672	139195.3135	188732.5431
8673	139189.1208	188723.3899
8674	139187.5606	188719.8842
8675	139178.6299	188707.2528
8676	139168.1824	188693.8544
8677	139158.0072	188677.6693
8678	139154.8357	188672.8248
8679	139152.0392	188670.3648
8680	139141.912	188654.2808
8681	139141.2192	188653.0722
8682	139136.4869	188647.7595
8683	139122.7026	188631.9077
8684	139116.6529	188624.4598
8685	139113.9544	188621.9738
8686	139109.7728	188617.3845
8687	139106.0613	188608.1483
8688	139103.4162	188605.1255
8689	139095.4382	188593.9148
8690	139089.7073	188584.7763
8691	139083.8509	188578.8881
8692	139081.4503	188574.4676
8693	139079.9014	188570.6527
8694	139076.7364	188566.7573
8695	139067.3458	188554.6991
8696	139062.2704	188548.2709
8697	139058.1839	188543.238
8698	139053.451	188537.0413
8699	139047.6422	188526.7704
8700	139039.1655	188516.3001
8701	139031.9489	188505.2673
8702	139028.6869	188501.5457
8703	139024.8275	188494.99
8704	139015.5924	188481.148
8705	139006.61	188465.5456
8706	139002.0115	188460.1227
8707	138995.5927	188451.0999
8708	138991.7206	188445.6755
8709	138983.1429	188436.6589
8710	138974.662	188425.7129
8711	138969.5732	188420.8055
8712	138963.3119	188411.3898
8713	138959.8322	188406.9602
8714	138954.5204	188397.9769
8715	138945.973	188386.8668
8716	138939.3503	188378.632
8717	138933.9573	188371.5052
8718	138928.793	188362.5778
8719	138924.7433	188357.6226
8720	138920.2406	188351.555
8721	138913.5334	188341.1332
8722	138909.1295	188335.9418
8723	138902.9246	188323.6935
8724	138895.8417	188313.9205
8725	138890.6322	188306.2855
8726	138888.5582	188302.6962
8727	138885.899	188298.8798
8728	138881.0523	188292.5114
8729	138877.3473	188287.4452
8730	138866.547	188272.1279
8731	138861.4949	188265.1888
8732	138852.6688	188252.1672
8733	138850.0883	188248.7608
8734	138847.8387	188245.2026
8735	138843.7803	188240.3202
8736	138841.5282	188236.922
8737	138834.2319	188229.2404
8738	138831.848	188225.5109
8739	138823.2765	188216.5629
8740	138818.9952	188206.9369
8741	138813.2257	188199.1106
8742	138808.4861	188193.1997
8743	138806.6277	188191.1728
8744	138804.5928	188189.0253
8745	138794.5848	188178.8877
8746	138785.343	188163.8112
8747	138781.7903	188158.753
8748	138777.3939	188151.7618
8749	138771.8785	188146.1466
8750	138769.0332	188142.0499
8751	138764.7675	188135.6516
8752	138763.3556	188133.2086
8753	138758.484	188127.693
8754	138754.1611	188121.9687
8755	138747.2525	188112.4407
8756	138738.3652	188094.4865
8757	138733.3287	188088.8723
8758	138730.5598	188083.6451
8759	138726.8816	188079.3222
8760	138722.1744	188073.1917
8761	138719.3926	188068.4405
8762	138716.8279	188064.7871
8763	138712.6899	188055.965
8764	138707.2962	188051.0556
8765	138703.5904	188046.9631
8766	138701.1816	188042.549
8767	138692.4566	188031.4277
8768	138690.0665	188027.7931
8769	138687.6325	188024.8943
8770	138683.9046	188019.1584
8771	138681.2323	188015.863
8772	138677.7044	188011.0474
8773	138676.2448	188009.3123
8774	138672.0033	188004.7496
8775	138668.1087	188000.3803
8776	138661.7929	187990.4856
8777	138658.6069	187986.2075
8778	138653.3891	187981.071
8779	138649.5238	187976.7036
8780	138639.5653	187960.8434
8781	138638.0204	187958.5248
8782	138631.3159	187948.7693
8783	138627.6392	187942.5442
8784	138623.061	187936.2441
8785	138617.0073	187926.5607
8786	138612.6455	187918.047
8787	138605.9108	187906.6895
8788	138600.563	187896.4436
8789	138592.3504	187884.2835
8790	138588.2704	187880.6038
8791	138584.2061	187876.0292
8792	138577.7244	187867.5585
8793	138572.3759	187860.9305
8794	138562.9344	187843.7325
8795	138557.4408	187834.0218
8796	138551.9159	187823.9399
8797	138544.2833	187814.4724
8798	138539.9866	187808.8057
8799	138535.9985	187800.5237
8800	138531.4918	187796.1105
8801	138524.6442	187786.7403
8802	138521.3967	187782.1262
8803	138517.3045	187776.9089
8804	138510.5525	187767.8969
8805	138506.7459	187762.5045
8806	138498.0864	187749.6438
8807	138495.3971	187740.6227
8808	138486.9486	187729.5284
8809	138484.8045	187726.3913
8810	138482.0763	187722.1945
8811	138475.9127	187712.0422
8812	138474.1962	187709.1735
8813	138470.136	187704.2094
8814	138465.782	187699.5316
8815	138462.8881	187696.3158
8816	138455.9769	187687.7167
8817	138447.2904	187672.2783
8818	138438.0693	187660.4266
8819	138429.6675	187646.595
8820	138424.5201	187639.8699
8821	138415.7435	187629.5538
8822	138411.6382	187623.9238
8823	138404.7713	187614.7246
8824	138399.3151	187607.3437
8825	138393.0929	187598.2362
8826	138384.4007	187586.3239
8827	138381.0782	187581.5554
8828	138378.0378	187577.1835
8829	138371.0423	187568.6557
8830	138368.3047	187565.5508
8831	138362.8566	187558.4462
8832	138357.5489	187551.433
8833	138354.9916	187547.5313
8834	138353.1137	187545.2266
8835	138344.636	187528.4756
8836	138338.6146	187520.0888
8837	138334.8023	187515.1642
8838	138329.7497	187508.7083
8839	138327.2068	187503.7853
8840	138322.5693	187497.9621
8841	138318.4703	187492.6246
8842	138315.9901	187489.8172
8843	138311.1416	187482.8496
8844	138309.6507	187480.7564
8845	138305.9933	187476.7202
8846	138302.0322	187470.6549
8847	138295.5418	187463.4294
8848	138289.4186	187454.837
8849	138284.8533	187449.5119
8850	138281.5768	187445.2075
8851	138277.125	187438.6916
8852	138273.6526	187434.6872
8853	138264.3368	187422.9259
8854	138260.8063	187417.8128
8855	138252.0751	187402.4812
8856	138248.4067	187393.033
8857	138243.0198	187384.5595
8858	138234.9982	187374.6083
8859	138230.0699	187366.6244
8860	138224.965	187359.6439
8861	138220.1415	187352.2825
8862	138216.6657	187345.2118
8863	138214.2071	187341.6127
8864	138209.0049	187336.034
8865	138206.3784	187332.6811
8866	138202.1267	187329.0364
8867	138196.4353	187322.0973
8868	138190.9524	187314.6822
8869	138180.9496	187303.1385
8870	138174.7328	187295.7367
8871	138169.255	187286.9355
8872	138161.4981	187272.2528
8873	138152.236	187258.9716
8874	138147.5875	187249.1979
8875	138140.2483	187238.7088
8876	138135.0342	187231.0591
8877	138128.7099	187224.6071
8878	138128.4117	187223.8935
8879	138120.0548	187214.0676
8880	138115.4674	187209.113
8881	138109.5733	187202.032
8882	138105.2959	187196.603
8883	138102.243	187192.4224
8884	138093.8908	187183.0613
8885	138090.2573	187177.9962
8886	138086.6966	187173.8919
8887	138084.7943	187171.2195
8888	138084.6765	187170.1165
8889	138074.0375	187157.5601
8890	138073.322	187156.6563
8891	138067.7872	187148.795
8892	138063.4687	187144.1541
8893	138057.3921	187133.9433
8894	138048.5384	187121.6051
8895	138042.163	187110.347
8896	138033.8378	187097.2502
8897	138031.1754	187093.2705
8898	138026.5286	187085.5927
8899	138024.1963	187082.9686
8900	138021.8568	187079.8304
8901	138017.955	187073.9745
8902	138013.3617	187068.2606
8903	138007.149	187058.9091
8904	138000.8054	187049.7186
8905	137996.894	187045.6819
8906	137994.1007	187042.3823
8907	137989.5185	187035.1969
8908	137984.6181	187027.2563
8909	137980.1852	187021.5564
8910	137975.8523	187014.1887
8911	137970.2249	187002.855
8912	137965.6963	186997.339
8913	137960.558	186988.4796
8914	137955.1021	186979.1317
8915	137951.1331	186973.5107
8916	137944.7553	186966.1438
8917	137937.9885	186956.1175
8918	137923.219	186940.4318
8919	137915.5522	186930.5649
8920	137913.2399	186926.9131
8921	137910.5656	186923.2447
8922	137907.2531	186918.9819
8923	137899.2061	186909.3871
8924	137895.3664	186903.6251
8925	137889.6331	186895.2348
8926	137888.1458	186893.1902
8927	137881.3315	186882.5312
8928	137875.9488	186874.9027
8929	137872.7007	186870.7993
8930	137867.6628	186863.6377
8931	137862.1638	186856.6702
8932	137859.1068	186852.9218
8933	137853.8037	186846.1854
8934	137850.3858	186842.7147
8935	137847.9045	186839.6752
8936	137844.0921	186835.0979
8937	137840.1881	186831.8292
8938	137833.8267	186822.9023
8939	137827.7434	186812.6513
8940	137823.6222	186806.9069
8941	137813.5597	186794.0014
8942	137811.3358	186791.3931
8943	137808.3451	186786.7534
8944	137806.2159	186784.7683
8945	137803.6971	186780.9479
8946	137800.4186	186777.0677
8947	137795.7872	186770.8709
8948	137793.2831	186768.2353
8949	137787.7992	186760.3223
8950	137783.6907	186751.4687
8951	137775.7558	186743.0822
8952	137771.5241	186737.2345
8953	137765.7846	186730.7525
8954	137763.2443	186728.0824
8955	137757.831	186718.8928
8956	137752.0553	186707.7942
8957	137748.9125	186704.2428
8958	137747.7574	186703.2071
8959	137744.0514	186697.6263
8960	137740.7054	186691.3512
8961	137737.3062	186687.9186
8962	137733.2832	186682.1476
8963	137726.083	186672.058
8964	137719.3428	186663.5368
8965	137717.9299	186659.8152
8966	137714.848	186656.0914
8967	137705.2177	186644.3764
8968	137697.6914	186633.9186
8969	137691.7601	186625.9909
8970	137685.1065	186614.7012
8971	137678.9062	186606.6735
8972	137677.6935	186604.0294
8973	137671.7024	186594.866
8974	137667.471	186588.7558
8975	137656.865	186573.1099
8976	137652.1604	186565.2333
8977	137647.9867	186560.7392
8978	137642.3738	186547.4085
8979	137635.0387	186537.2088
8980	137629.2064	186528.8164
8981	137621.1992	186517.5239
8982	137616.8829	186511.9994
8983	137612.2104	186506.5898
8984	137608.2072	186500.7527
8985	137604.622	186495.4664
8986	137599.2763	186485.6511
8987	137595.4958	186479.7177
8988	137587.2673	186462.8242
8989	137583.3787	186454.7413
8990	137579.7367	186448.3178
8991	137574.4575	186441.2309
8992	137568.4292	186429.3002
8993	137562.7932	186420.7292
8994	137552.8625	186407.9485
8995	137549.3957	186403.1738
8996	137546.1767	186399.7786
8997	137541.6809	186393.3767
8998	137536.9012	186386.6113
8999	137532.7255	186379.8634
9000	137525.8104	186371.3969
9001	137521.0915	186365.6074
9002	137518.0207	186361.9042
9003	137508.8724	186350.3825
9004	137506.46	186347.4439
9005	137503.9385	186344.5494
9006	137497.4058	186337.1841
9007	137496.855	186334.5385
9008	137493.3467	186329.6438
9009	137491.7716	186326.8643
9010	137482.0852	186315.8375
9011	137478.1745	186311.799
9012	137474.3608	186301.1081
9013	137466.5696	186289.5311
9014	137461.6007	186282.8942
9015	137459.1652	186279.8316
9016	137455.8324	186275.8251
9017	137452.2833	186271.4565
