,bfe_nummer,adresse,offentlig_ejendomsværdi,offentlige_grundværdi,seneste_handelspris,enhedsareal_beboelse,pris_pr_m2,seneste_handelsdato,seneste_handlet_andel,handelsmetode,anvendelse,opførelsesår,tinglyst_areal_ejerlejligheder,longitude,latitude,primær_ejers_adresse,vejnavn,husnr,etage,antal_værelser,year,month,day
1358,104585,"Amagerbrogade15,3.th,2300KøbenhavnS",3300000.0,750200.0,6350000,147.0,43197.0,2021-06-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1918.0,129.0,12.5980395,55.66722658,"Amagerbrogade15,3th,2300KøbenhavnS",Amagerbrogade,15,4.0,4,2021,6,1
1359,117817,"C.F.MøllersAllé60,7.tv,2300KøbenhavnS",1800000.0,351700.0,4000000,89.0,44943.0,2021-06-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,76.0,12.5785066,55.63436188,"C.F.MøllersAllé60,7tv,2300KøbenhavnS",C.F.MøllersAllé,60,8.0,4,2021,6,1
1360,135846,"SundbyParkvej16,4.tv,2300KøbenhavnS",2850000.0,494400.0,7545000,126.0,59880.0,2021-06-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,113.0,12.63055864,55.66281556,"SundbyParkvej16,4tv,2300KøbenhavnS",SundbyParkvej,16,5.0,3,2021,6,1
1361,421292,"Strandlodsvej23D,3.tv,2300KøbenhavnS",2850000.0,361500.0,6595000,125.0,52760.0,2021-06-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2021.0,116.0,12.62555177,55.66538636,"Strandlodsvej23D,3tv,2300KøbenhavnS",Strandlodsvej,23,4.0,3,2021,6,1
1362,422695,"RobertJacobsensVej5A,1.th,2300KøbenhavnS",1450000.0,255200.0,2755000,69.0,39927.0,2021-06-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2017.0,57.0,12.57554981,55.62357291,"RobertJacobsensVej5A,1th,2300KøbenhavnS",RobertJacobsensVej,5,2.0,2,2021,6,1
1363,134817,"Bremensgade21,1.th,2300KøbenhavnS",1100000.0,123800.0,3100000,67.0,46268.0,2021-06-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1939.0,62.0,12.61743565,55.6661705,"Bremensgade21,1th,2300KøbenhavnS",Bremensgade,21,2.0,3,2021,6,1
1364,104051,"VedSønderport22,2.th,2300KøbenhavnS",1200000.0,95900.0,3150000,64.0,49218.0,2021-06-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1932.0,57.0,12.60164416,55.66675423,"Fyrkatvej2,9500Hobro",VedSønderport,22,3.0,2,2021,6,1
1365,113863,"EdvardThomsensVej81,3.2,2300KøbenhavnS",1600000.0,332500.0,3285000,83.0,39578.0,2021-05-31,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2006.0,76.0,12.57880004,55.63257148,"EdvardThomsensVej81,3,-2,2300KøbenhavnS",EdvardThomsensVej,81,4.0,2,2021,5,31
1366,112795,"IslandsBrygge38E,3.th,2300KøbenhavnS",3050000.0,499400.0,7650000,118.0,64830.0,2021-05-20,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2017.0,104.0,12.56643252,55.65795118,"IslandsBrygge38E,3th,2300KøbenhavnS",IslandsBrygge,38,4.0,4,2021,5,20
1367,111405,"AmagerBoulevard112,2.th,2300KøbenhavnS",2600000.0,355800.0,5735000,123.0,46626.0,2021-05-17,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2018.0,110.0,12.59414465,55.6665039,"AmagerBoulevard112,2th,2300KøbenhavnS",AmagerBoulevard,112,3.0,4,2021,5,17
1368,103263,"Weidekampsgade45,st.tv,2300KøbenhavnS",2150000.0,454000.0,4375000,83.0,52710.0,2021-05-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,74.0,12.58190058,55.66656809,"Weidekampsgade45,sttv,2300KøbenhavnS",Weidekampsgade,45,1.0,3,2021,5,15
1369,130166,"Amagerbrogade175,2.203,2300KøbenhavnS",890000.0,60000.0,1860000,51.0,36470.0,2021-05-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1969.0,42.0,12.61168408,55.65293965,"Teglvænget17,4000Roskilde",Amagerbrogade,175,3.0,1,2021,5,15
1370,131589,"Caprivej10,3.th,2300KøbenhavnS",900000.0,75900.0,2495000,52.0,47980.0,2021-05-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1937.0,48.0,12.62200283,55.66072165,"Forchhammersvej20,4th,1920FrederiksbergC",Caprivej,10,4.0,2,2021,5,15
1371,134120,"Smålandsgade8,1.tv,2300KøbenhavnS",1100000.0,60900.0,2765000,58.0,47672.0,2021-05-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1912.0,50.0,12.60303045,55.66462701,"Odensegade17,5tv,2100KøbenhavnØ",Smålandsgade,8,2.0,2,2021,5,15
1372,110915,"Sundholmsvej67,1.tv,2300KøbenhavnS",1550000.0,309100.0,3995000,92.0,43423.0,2021-05-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1915.0,81.0,12.60014802,55.65969538,"Sundholmsvej67,1tv,2300KøbenhavnS",Sundholmsvej,67,2.0,3,2021,5,15
1373,123360,"Ungarnsgade2,2.tv,2300KøbenhavnS",1150000.0,197000.0,3375000,63.0,53571.0,2021-05-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1903.0,56.0,12.61182524,55.666006,"Ungarnsgade2,2tv,2300KøbenhavnS",Ungarnsgade,2,3.0,4,2021,5,15
1374,106885,"Markmandsgade23,6.,2300KøbenhavnS",3900000.0,570200.0,8250000,135.0,61111.0,2021-05-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2014.0,124.0,12.60013845,55.6684821,"Markmandsgade23,6,2300KøbenhavnS",Markmandsgade,23,7.0,4,2021,5,15
1375,105431,"Amagerfælledvej31,4.th,2300KøbenhavnS",2000000.0,182700.0,4995000,111.0,45000.0,2021-05-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1914.0,101.0,12.59490384,55.6652178,"Amagerfælledvej31,4th,2300KøbenhavnS",Amagerfælledvej,31,5.0,4,2021,5,15
1376,119211,"EdvardThomsensVej63,6.4,2300KøbenhavnS",2150000.0,455800.0,3700000,108.0,34259.0,2021-05-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,83.0,12.57744928,55.63276459,"EdvardThomsensVej63,6,-4,2300KøbenhavnS",EdvardThomsensVej,63,7.0,3,2021,5,15
1377,133633,"Ungarnsgade15,st.tv,2300KøbenhavnS",1700000.0,122000.0,4573753,110.0,41579.0,2021-05-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1916.0,101.0,12.61358487,55.6643177,"Grønnehavestræde5,4500NykøbingSj",Ungarnsgade,15,1.0,5,2021,5,15
1378,114261,"EdvardThomsensVej87,6.tv,2300KøbenhavnS",1300000.0,240400.0,2895000,67.0,43208.0,2021-05-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2005.0,55.0,12.57946309,55.63249394,"EdvardThomsensVej87,6tv,2300KøbenhavnS",EdvardThomsensVej,87,7.0,2,2021,5,15
1379,105894,"AndersHenriksensGade3,2.th,2300KøbenhavnS",950000.0,90400.0,2705000,56.0,48303.0,2021-05-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1918.0,48.0,12.59964863,55.66441479,"JanTimannsPlads6,2791Dragør",AndersHenriksensGade,3,3.0,2,2021,5,15
1380,421376,"Strandlodsvej23C,5.mf,2300KøbenhavnS",1950000.0,227000.0,4495000,85.0,52882.0,2021-05-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2021.0,73.0,12.62563654,55.66530886,"Strandlodsvej23C,5mf,2300KøbenhavnS",Strandlodsvej,23,6.0,3,2021,5,15
1381,124608,"Lombardigade19,st.th,2300KøbenhavnS",870000.0,65800.0,2030000,53.0,38301.0,2021-05-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1904.0,45.0,12.61348571,55.65432904,"Lombardigade19,stth,2300KøbenhavnS",Lombardigade,19,1.0,2,2021,5,15
1382,113405,"ØrestadsBoulevard59B,5.520,2300KøbenhavnS",2250000.0,468700.0,3850000,109.0,35321.0,2021-05-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2005.0,96.0,12.58262281,55.63406671,"ØrestadsBoulevard59B,5,-520,2300KøbenhavnS",ØrestadsBoulevard,59,6.0,1,2021,5,15
1383,137960,"Englandsvej34B,st.tv,2300KøbenhavnS",840000.0,120500.0,2230000,59.0,37796.0,2021-05-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1935.0,50.0,12.60385907,55.6554835,"Englandsvej34B,sttv,2300KøbenhavnS",Englandsvej,34,1.0,2,2021,5,15
1386,132861,"Messinavej1,2.th,2300KøbenhavnS",1100000.0,103100.0,2895000,67.0,43208.0,2021-05-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1932.0,59.0,12.62079604,55.66116257,"Messinavej1,2th,2300KøbenhavnS",Messinavej,1,3.0,2,2021,5,15
1387,133689,"Lemnosvej17,st.th,2300KøbenhavnS",960000.0,125300.0,2795000,63.0,44365.0,2021-05-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1939.0,60.0,12.62217543,55.65323486,"Sorrentovej40,2300KøbenhavnS",Lemnosvej,17,1.0,2,2021,5,15
1388,139724,"Dalføret13,4.th,2300KøbenhavnS",1000000.0,83600.0,2595000,63.0,41190.0,2021-05-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1935.0,57.0,12.6021074,55.65442332,"Tryggevældevej8,1,2720Vanløse",Dalføret,13,5.0,2,2021,5,15
1389,112459,"JensOttoKragsGade9,3.3,2300KøbenhavnS",2600000.0,520800.0,4900000,104.0,47115.0,2021-05-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2006.0,91.0,12.56901683,55.65912691,"JensOttoKragsGade9,3,-3,2300KøbenhavnS",JensOttoKragsGade,9,4.0,3,2021,5,15
1390,135550,"Frankrigshusene14,2.tv,2300KøbenhavnS",1000000.0,102500.0,2430000,56.0,43392.0,2021-05-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1936.0,51.0,12.60789204,55.66270426,"Frankrigshusene14,2tv,2300KøbenhavnS",Frankrigshusene,14,3.0,2,2021,5,15
1391,133231,"AmagerStrandvej142D,2.tv,2300KøbenhavnS",3000000.0,402200.0,8375000,131.0,63931.0,2021-05-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2015.0,120.0,12.63452949,55.65844457,"AmagerStrandvej142D,2tv,2300KøbenhavnS",AmagerStrandvej,142,3.0,4,2021,5,15
1392,129163,"Geislersgade11,2.,2300KøbenhavnS",1600000.0,215200.0,4415000,89.0,49606.0,2021-05-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1901.0,82.0,12.60602932,55.66429767,"Geislersgade11,2,2300KøbenhavnS",Geislersgade,11,3.0,3,2021,5,15
1393,414205,"Cypernsvej18,2.,2300KøbenhavnS",1400000.0,240000.0,3100000,76.0,40789.0,2021-05-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1912.0,65.0,12.61828688,55.65196378,"Cypernsvej18,2,2300KøbenhavnS",Cypernsvej,18,3.0,3,2021,5,15
1394,119204,"EdvardThomsensVej63,5.2,2300KøbenhavnS",2150000.0,455800.0,3700000,108.0,34259.0,2021-05-15,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,83.0,12.57744928,55.63276459,"EdvardThomsensVej63,5,-2,2300KøbenhavnS",EdvardThomsensVej,63,6.0,3,2021,5,15
1395,134188,"Grækenlandsvej23,st.tv,2300KøbenhavnS",830000.0,65600.0,2158000,53.0,40716.0,2021-05-14,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1934.0,48.0,12.61577819,55.65304437,"Grækenlandsvej23,1tv,2300KøbenhavnS",Grækenlandsvej,23,1.0,2,2021,5,14
1396,138849,"Hyacintgården5,1.2,2300KøbenhavnS",560000.0,82200.0,1495000,34.0,43970.0,2021-05-14,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1968.0,31.0,12.61233616,55.64832006,"Hyacintgården5,1,-2,2300KøbenhavnS",Hyacintgården,5,2.0,1,2021,5,14
1397,136229,"Kongelundsvej61B,st.tv,2300KøbenhavnS",1100000.0,314600.0,3050000,79.0,38607.0,2021-05-14,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1969.0,75.0,12.58984719,55.63832992,"Slagelsevej153,4400Kalundborg",Kongelundsvej,61,1.0,3,2021,5,14
1399,134702,"Sorrentovej10,2.mf,2300KøbenhavnS",480000.0,50400.0,1300000,26.0,50000.0,2021-05-03,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1935.0,23.0,12.62151493,55.65837765,"Sorrentovej10,2mf,2300KøbenhavnS",Sorrentovej,10,3.0,1,2021,5,3
1400,143399,"Sverrigsgade6A,st.tv,2300KøbenhavnS",370000.0,80400.0,2300000,45.0,51111.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1886.0,41.0,12.60013294,55.66322128,"Sverrigsgade6A,sttv,2300KøbenhavnS",Sverrigsgade,6,1.0,2,2021,5,1
1401,140168,"Østerdalsgade1B,1.tv,2300KøbenhavnS",670000.0,55200.0,1995000,41.0,48658.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1936.0,34.0,12.60314351,55.65500935,"Østerdalsgade1B,1tv,2300KøbenhavnS",Østerdalsgade,1,2.0,1,2021,5,1
1402,131468,"Rumæniensgade12,1.th,2300KøbenhavnS",1150000.0,143300.0,3205000,69.0,46449.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1935.0,61.0,12.61299391,55.6597183,"Kovangen317,3480Fredensborg",Rumæniensgade,12,2.0,3,2021,5,1
1403,103620,"IslandsBrygge31,3.th,2300KøbenhavnS",1950000.0,122500.0,5995000,86.0,69709.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1913.0,79.0,12.57565311,55.66578564,"Nørresøvej15,3400Hillerød",IslandsBrygge,31,4.0,3,2021,5,1
1404,133319,"Øresundsvej106,2.th,2300KøbenhavnS",1000000.0,92600.0,2695000,61.0,44180.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1932.0,53.0,12.62140147,55.66123857,"Øresundsvej106,2th,2300KøbenhavnS",Øresundsvej,106,3.0,2,2021,5,1
1405,113281,"IslandsBrygge102,3.th,2300KøbenhavnS",3100000.0,516400.0,7475000,120.0,62291.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2018.0,108.0,12.56465362,55.65567229,"IslandsBrygge102,3th,2300KøbenhavnS",IslandsBrygge,102,4.0,4,2021,5,1
1406,127842,"Hessensgade12,2.th,2300KøbenhavnS",1000000.0,186100.0,2375000,63.0,37698.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1970.0,60.0,12.61495851,55.66573615,"Hessensgade12,2th,2300KøbenhavnS",Hessensgade,12,3.0,2,2021,5,1
1409,110141,"JensOttoKragsGade20,1.th,2300KøbenhavnS",2250000.0,382800.0,4430000,91.0,48681.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,81.0,12.56936418,55.65822229,"JensOttoKragsGade20,1th,2300KøbenhavnS",JensOttoKragsGade,20,2.0,3,2021,5,1
1412,131029,"Parmagade13,2.th,2300KøbenhavnS",1200000.0,149800.0,3145000,75.0,41933.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1926.0,68.0,12.61311389,55.65292179,"Parmagade13,2th,2300KøbenhavnS",Parmagade,13,3.0,3,2021,5,1
1413,135779,"ØresundParkvej20,4.th,2300KøbenhavnS",1700000.0,324300.0,4350000,77.0,56493.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2005.0,64.0,12.62827843,55.66316884,"ØresundParkvej20,4th,2300KøbenhavnS",ØresundParkvej,20,5.0,2,2021,5,1
1414,114707,"Digevej66,1.th,2300KøbenhavnS",1950000.0,440200.0,3650000,100.0,36500.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2005.0,87.0,12.58674435,55.64636644,"Digevej66,1th,2300KøbenhavnS",Digevej,66,2.0,3,2021,5,1
1415,104095,"VedSønderport16,4.th,2300KøbenhavnS",1250000.0,95900.0,3100000,64.0,48437.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1932.0,57.0,12.60186127,55.66650633,"VedSønderport16,4th,2300KøbenhavnS",VedSønderport,16,5.0,2,2021,5,1
1416,132854,"Øresundsvej102,3.th,2300KøbenhavnS",1050000.0,87500.0,2395000,62.0,38629.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1932.0,54.0,12.62095705,55.66120602,"Øresundsvej102,3th,2300KøbenhavnS",Øresundsvej,102,4.0,3,2021,5,1
1417,113360,"ØrestadsBoulevard59A,5.503,2300KøbenhavnS",2300000.0,463800.0,3675000,111.0,33108.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2005.0,98.0,12.58191418,55.63399005,"ØrestadsBoulevard59A,5,-503,2300KøbenhavnS",ØrestadsBoulevard,59,6.0,3,2021,5,1
1418,133484,"AmagerStrandvej100,11.th,2300KøbenhavnS",2700000.0,114000.0,9011100,116.0,77681.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2012.0,103.0,12.63155718,55.6615771,"AmagerStrandvej100,11th,2300KøbenhavnS",AmagerStrandvej,100,12.0,4,2021,5,1
1421,109317,"ØrestadsBoulevard63A,3.tv,2300KøbenhavnS",2000000.0,403300.0,3850000,99.0,38888.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,91.0,12.58153275,55.63285599,"ØrestadsBoulevard63A,3tv,2300KøbenhavnS",ØrestadsBoulevard,63,4.0,4,2021,5,1
1422,132291,"Ungarnsgade7,2.th,2300KøbenhavnS",1150000.0,111000.0,2989000,66.0,45287.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1904.0,59.0,12.61253379,55.66566249,"Ungarnsgade7,2th,2300KøbenhavnS",Ungarnsgade,7,3.0,3,2021,5,1
1423,140113,"RichardMortensensVej77,7.2,2300KøbenhavnS",1950000.0,441700.0,4000000,97.0,41237.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2010.0,85.0,12.57100923,55.61717968,"RichardMortensensV77,7,-2,2300KøbenhavnS",RichardMortensensVej,77,8.0,2,2021,5,1
1425,113272,"IslandsBrygge104,3.th,2300KøbenhavnS",3100000.0,516400.0,7450000,119.0,62605.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2018.0,108.0,12.56440578,55.65573371,"IslandsBrygge104,3th,2300KøbenhavnS",IslandsBrygge,104,4.0,4,2021,5,1
1426,134384,"Bremensgade43,2.tv,2300KøbenhavnS",1000000.0,111600.0,2680000,61.0,43934.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1939.0,56.0,12.61661267,55.66582908,"Bremensgade43,2tv,2300KøbenhavnS",Bremensgade,43,3.0,2,2021,5,1
1427,134396,"Bremensgade45,2.th,2300KøbenhavnS",530000.0,119700.0,2510000,65.0,38615.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1939.0,60.0,12.61654737,55.66591616,"Idrætsvej5,4532Gislinge",Bremensgade,45,3.0,2,2021,5,1
1428,131885,"Augustagade5,5.th,2300KøbenhavnS",960000.0,101000.0,2545000,58.0,43879.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1929.0,50.0,12.61054716,55.65589975,"Havnevej25,4000Roskilde",Augustagade,5,6.0,2,2021,5,1
1429,132553,"Jansvej4,1.3,2300KøbenhavnS",830000.0,118700.0,1895000,48.0,39479.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1939.0,46.0,12.61668469,55.64674825,"Jansvej4,1,-3,2300KøbenhavnS",Jansvej,4,2.0,2,2021,5,1
1430,110622,"RuedLanggaardsVej17,6.th,2300KøbenhavnS",2250000.0,543400.0,6055000,109.0,55550.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2005.0,98.0,12.58916471,55.6600812,"RuedLanggaardsVej17,6th,2300KøbenhavnS",RuedLanggaardsVej,17,7.0,4,2021,5,1
1431,131483,"Ungarnsgade35,st.tv,2300KøbenhavnS",1650000.0,88200.0,3325000,65.0,51153.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1929.0,100.0,12.61474802,55.66280729,"Ungarnsgade35,sttv,2300KøbenhavnS",Ungarnsgade,35,1.0,2,2021,5,1
1432,123811,"Lyneborggade1,st.th,2300KøbenhavnS",1100000.0,215800.0,2595000,62.0,41854.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1903.0,56.0,12.60958114,55.66549293,"PeterHolmsVej12,2tv,2450KøbenhavnSV",Lyneborggade,1,1.0,3,2021,5,1
1433,134549,"Backersvej16,1.,2300KøbenhavnS",1300000.0,420600.0,3850000,110.0,35000.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1913.0,103.0,12.61846244,55.65977199,"Backersvej16,1,2300KøbenhavnS",Backersvej,16,2.0,4,2021,5,1
1434,428395,"Strandlodsvej23E,3.tv,2300KøbenhavnS",2200000.0,361500.0,6600000,127.0,51968.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2021.0,116.0,12.62498484,55.66533704,"Strandlodsvej23E,3tv,2300KøbenhavnS",Strandlodsvej,23,4.0,4,2021,5,1
1435,127343,"Belgiensgade1A,1.tv,2300KøbenhavnS",1750000.0,371200.0,4412000,81.0,54469.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2005.0,78.0,12.60427305,55.6617057,"Belgiensgade1A,1tv,2300KøbenhavnS",Belgiensgade,1,2.0,3,2021,5,1
1436,143808,"Kurlandsgade16,st.tv,2300KøbenhavnS",790000.0,253400.0,2300000,51.0,45098.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1908.0,46.0,12.60329427,55.66005038,"Kurlandsgade16,sttv,2300KøbenhavnS",Kurlandsgade,16,1.0,1,2021,5,1
1437,133143,"Lyneborggade23,2.tv,2300KøbenhavnS",2050000.0,280400.0,4300000,96.0,44791.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2006.0,86.0,12.61079469,55.66396642,"Lyneborggade23,2tv,2300KøbenhavnS",Lyneborggade,23,3.0,3,2021,5,1
1438,131490,"Ungarnsgade35,3.th,2300KøbenhavnS",1150000.0,103100.0,3095000,69.0,44855.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1929.0,62.0,12.61474802,55.66280729,"Ungarnsgade35,3th,2300KøbenhavnS",Ungarnsgade,35,4.0,3,2021,5,1
1439,133719,"Venedigvej7,4.tv,2300KøbenhavnS",960000.0,76700.0,2701000,56.0,48232.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1932.0,48.0,12.62264792,55.66088936,"Venedigvej7,4tv,2300KøbenhavnS",Venedigvej,7,5.0,2,2021,5,1
1440,135733,"Ålandsgade28,1.mf,2300KøbenhavnS",950000.0,123700.0,2220000,52.0,42692.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1940.0,48.0,12.60709359,55.66200912,"Ålandsgade28,1mf,2300KøbenhavnS",Ålandsgade,28,2.0,2,2021,5,1
1441,422672,"RobertJacobsensVej1B,2.tv,2300KøbenhavnS",2650000.0,501200.0,4430000,125.0,35440.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2017.0,112.0,12.57564119,55.62374217,"RobertJacobsensVej1B,2tv,2300KøbenhavnS",RobertJacobsensVej,1,3.0,4,2021,5,1
1442,133324,"Øresundsvej110,1.,2300KøbenhavnS",1950000.0,175300.0,4600000,117.0,39316.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1932.0,108.0,12.62253672,55.66130385,"Øresundsvej110,1,2300KøbenhavnS",Øresundsvej,110,2.0,5,2021,5,1
1443,135814,"SundbyParkvej9,1.th,2300KøbenhavnS",3400000.0,616900.0,7100000,154.0,46103.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",2007.0,141.0,12.62937255,55.66273621,"SundbyParkvej9,1th,2300KøbenhavnS",SundbyParkvej,9,2.0,4,2021,5,1
1444,134884,"Holmbladsgade70A,2.tv,2300KøbenhavnS",1800000.0,113100.0,4220000,98.0,43061.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1913.0,92.0,12.61141095,55.66519302,"Holmbladsgade70A,2tv,2300KøbenhavnS",Holmbladsgade,70,3.0,4,2021,5,1
1445,135012,"Tjørnerækken3,1.th,2300KøbenhavnS",660000.0,81400.0,1825000,40.0,45625.0,2021-05-01,100%,Almindeligfrihandel,"Etagebolig-bygning,flerfamiliehusellerto-familiehus",1938.0,34.0,12.61609432,55.66732075,"LadbyLongvej25,4700Næstved",Tjørnerækken,3,2.0,1,2021,5,1
